Locus,gene,mol_type,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name,TaxID
HQ664612.1,rrn23,genomic DNA,2811,Erythrospermum zeylanicum,365338-1,Achariaceae,Erythrospermum,zeylanicum,,False,Erythrospermum phytolaccoides,124844
NC_040946.1,rrn23,genomic DNA,2810,Achatocarpus nigricans,58636-1,Achatocarpaceae,Achatocarpus,nigricans,,False,Achatocarpus nigricans,1904701
MK397908.1,rrn23,genomic DNA,2810,Achatocarpus nigricans,58636-1,Achatocarpaceae,Achatocarpus,nigricans,,False,Achatocarpus nigricans,1904701
NC_040947.1,rrn23,genomic DNA,2810,Achatocarpus pubescens,2271-2,Achatocarpaceae,Achatocarpus,pubescens,,False,Achatocarpus pubescens,2518633
MK397909.1,rrn23,genomic DNA,2810,Achatocarpus pubescens,2271-2,Achatocarpaceae,Achatocarpus,pubescens,,False,Achatocarpus pubescens,2518633
MH286322.1,rrn23,genomic DNA,2811,Phaulothamnus spinescens,327318-2,Achatocarpaceae,Phaulothamnus,spinescens,,False,Phaulothamnus spinescens,3600
HQ664653.1,rrn23,genomic DNA,2803,Phaulothamnus spinescens,327318-2,Achatocarpaceae,Phaulothamnus,spinescens,,False,Phaulothamnus spinescens,3600
NC_010093.1,rrn23,genomic DNA,2812,Acorus calamus var. americanus,60458986-2,Acoraceae,Acorus,calamus,americanus,False,Acorus americanus,263995
EU273602.1,rrn23,genomic DNA,2812,Acorus calamus var. americanus,60458986-2,Acoraceae,Acorus,calamus,americanus,False,Acorus americanus,263995
NC_026299.1,rrn23,genomic DNA,2811,Acorus gramineus,84019-1,Acoraceae,Acorus,gramineus,,False,Acorus gramineus,55184
KP099646.1,rrn23,genomic DNA,2811,Acorus gramineus,84019-1,Acoraceae,Acorus,gramineus,,False,Acorus gramineus,55184
MG744576.1,rrn23,genomic DNA,2817,Actinidia arguta,316460-1,Actinidiaceae,Actinidia,arguta,,False,Actinidia arguta,64478
MF521827.1,rrn23,genomic DNA,2816,Actinidia arguta,316460-1,Actinidiaceae,Actinidia,arguta,,False,Actinidia arguta,64478
MT700484.1,rrn23,genomic DNA,2810,Actinidia callosa var. strigillosa,918174-1,Actinidiaceae,Actinidia,callosa,strigillosa,False,Actinidia callosa var. strigillosa,165785
KP297245.1,rrn23,genomic DNA,2816,Actinidia chinensis,828396-1,Actinidiaceae,Actinidia,chinensis,,False,Actinidia chinensis,3625
NC_026690.1,rrn23,genomic DNA,2816,Actinidia chinensis,828396-1,Actinidiaceae,Actinidia,chinensis,,False,Actinidia chinensis,3625
NC_026691.1,rrn23,genomic DNA,2816,Actinidia chinensis var. deliciosa,60458895-2,Actinidiaceae,Actinidia,chinensis,deliciosa,False,Actinidia deliciosa,3627
KP297244.1,rrn23,genomic DNA,2816,Actinidia chinensis var. deliciosa,60458895-2,Actinidiaceae,Actinidia,chinensis,deliciosa,False,Actinidia deliciosa,3627
MT982434.1,rrn23,genomic DNA,2810,Actinidia cylindrica var. reticulata,916756-1,Actinidiaceae,Actinidia,cylindrica,reticulata,False,Actinidia cylindrica var. reticulata,165784
NC_034914.1,rrn23,genomic DNA,2810,Actinidia eriantha,828399-1,Actinidiaceae,Actinidia,eriantha,,False,Actinidia eriantha,165200
KY100979.1,rrn23,genomic DNA,2810,Actinidia eriantha,828399-1,Actinidiaceae,Actinidia,eriantha,,False,Actinidia eriantha,165200
MN540960.1,rrn23,genomic DNA,2816,Actinidia fulvicoma,828400-1,Actinidiaceae,Actinidia,fulvicoma,,False,Actinidia fulvicoma,165705
NC_051888.1,rrn23,genomic DNA,2816,Actinidia fulvicoma,828400-1,Actinidiaceae,Actinidia,fulvicoma,,False,Actinidia fulvicoma,165705
MT740251.1,rrn23,genomic DNA,2816,Actinidia hemsleyana,316468-1,Actinidiaceae,Actinidia,hemsleyana,,False,Actinidia hemsleyana,165707
NC_051879.1,rrn23,genomic DNA,2816,Actinidia hemsleyana,316468-1,Actinidiaceae,Actinidia,hemsleyana,,False,Actinidia hemsleyana,165707
MT755628.1,rrn23,genomic DNA,2810,Actinidia hubeiensis,980124-1,Actinidiaceae,Actinidia,hubeiensis,,False,Actinidia hubeiensis,222502
MT974475.1,rrn23,genomic DNA,2816,Actinidia indochinensis,56889-1,Actinidiaceae,Actinidia,indochinensis,,False,Actinidia indochinensis,165709
KY951993.1,rrn23,genomic DNA,2816,Actinidia kolomikta,828402-1,Actinidiaceae,Actinidia,kolomikta,,False,Actinidia kolomikta,165710
NC_034915.1,rrn23,genomic DNA,2810,Actinidia kolomikta,828402-1,Actinidiaceae,Actinidia,kolomikta,,False,Actinidia kolomikta,165710
MK370725.1,rrn23,genomic DNA,2810,Actinidia lanceolata,316473-1,Actinidiaceae,Actinidia,lanceolata,,False,Actinidia lanceolata,165201
NC_046507.1,rrn23,genomic DNA,2810,Actinidia lanceolata,316473-1,Actinidiaceae,Actinidia,lanceolata,,False,Actinidia lanceolata,165201
MT740252.1,rrn23,genomic DNA,2816,Actinidia latifolia,316474-1,Actinidiaceae,Actinidia,latifolia,,False,Actinidia latifolia,165711
MW057417.1,rrn23,genomic DNA,2816,Actinidia latifolia,316474-1,Actinidiaceae,Actinidia,latifolia,,False,Actinidia latifolia,165711
MN520000.1,rrn23,genomic DNA,2816,Actinidia macrosperma,903444-1,Actinidiaceae,Actinidia,macrosperma,,False,Actinidia macrosperma,165712
NC_051887.1,rrn23,genomic DNA,2816,Actinidia macrosperma,903444-1,Actinidiaceae,Actinidia,macrosperma,,False,Actinidia macrosperma,165712
MK863365.1,rrn23,genomic DNA,2816,Actinidia melanandra,828403-1,Actinidiaceae,Actinidia,melanandra,,False,Actinidia melanandra,165713
KX345297.1,rrn23,genomic DNA,2816,Actinidia polygama,60472666-2,Actinidiaceae,Actinidia,polygama,,False,Actinidia polygama,64480
NC_031186.1,rrn23,genomic DNA,2816,Actinidia polygama,60472666-2,Actinidiaceae,Actinidia,polygama,,False,Actinidia polygama,64480
NC_053769.1,rrn23,genomic DNA,2814,Actinidia rubus,316482-1,Actinidiaceae,Actinidia,rubus,,False,Actinidia rubus,2781649
MN652056.1,rrn23,genomic DNA,2814,Actinidia rubus,316482-1,Actinidiaceae,Actinidia,rubus,,False,Actinidia rubus,2781649
NC_039973.1,rrn23,genomic DNA,2816,Actinidia rufa,828407-1,Actinidiaceae,Actinidia,rufa,,False,Actinidia rufa,165716
MF980719.1,rrn23,genomic DNA,2816,Actinidia rufa,828407-1,Actinidiaceae,Actinidia,rufa,,False,Actinidia rufa,165716
MN627226.1,rrn23,genomic DNA,2816,Actinidia styracifolia,903447-1,Actinidiaceae,Actinidia,styracifolia,,False,Actinidia styracifolia,165718
KX345298.1,rrn23,genomic DNA,2816,Actinidia tetramera,828410-1,Actinidiaceae,Actinidia,tetramera,,False,Actinidia tetramera,1735015
NC_031187.1,rrn23,genomic DNA,2816,Actinidia tetramera,828410-1,Actinidiaceae,Actinidia,tetramera,,False,Actinidia tetramera,1735015
MN602331.1,rrn23,genomic DNA,2816,Actinidia valvata,316485-1,Actinidiaceae,Actinidia,valvata,,False,Actinidia valvata,165719
NC_050357.1,rrn23,genomic DNA,2816,Actinidia valvata,316485-1,Actinidiaceae,Actinidia,valvata,,False,Actinidia valvata,165719
MK318825.1,rrn23,genomic DNA,2810,Actinidia zhejiangensis,899088-1,Actinidiaceae,Actinidia,zhejiangensis,,False,Actinidia zhejiangensis,165720
NC_046477.1,rrn23,genomic DNA,2810,Actinidia zhejiangensis,899088-1,Actinidiaceae,Actinidia,zhejiangensis,,False,Actinidia zhejiangensis,165720
KX345299.1,rrn23,genomic DNA,2816,Clematoclethra scandens subsp. hemsleyi,955271-1,Actinidiaceae,Clematoclethra,scandens,hemsleyi,False,Clematoclethra scandens subsp. hemsleyi,1898425
HQ664643.1,rrn23,genomic DNA,2769,Delosperma napiforme,361531-1,Aizoaceae,Delosperma,napiforme,,False,Delosperma napiforme,246247
NC_041280.1,rrn23,genomic DNA,2810,Mesembryanthemum cordifolium,322566-2,Aizoaceae,Mesembryanthemum,cordifolium,,False,Mesembryanthemum cordifolium,107607
MK397873.1,rrn23,genomic DNA,2810,Mesembryanthemum cordifolium,322566-2,Aizoaceae,Mesembryanthemum,cordifolium,,False,Mesembryanthemum cordifolium,107607
NC_041241.1,rrn23,genomic DNA,2812,Sesuvium portulacastrum,235145-2,Aizoaceae,Sesuvium,portulacastrum,,False,Sesuvium portulacastrum,221166
MK330004.1,rrn23,genomic DNA,2812,Sesuvium portulacastrum,235145-2,Aizoaceae,Sesuvium,portulacastrum,,False,Sesuvium portulacastrum,221166
MK397903.1,rrn23,genomic DNA,2810,Tetragonia tetragonoides,364795-1,Aizoaceae,Tetragonia,tetragonoides,,False,Tetragonia tetragonoides,45318
MF975369.1,rrn23,genomic DNA,2804,Tetragonia tetragonoides,364795-1,Aizoaceae,Tetragonia,tetragonoides,,False,Tetragonia tetragonoides,45318
MG189708.1,rrn23,genomic DNA,2810,Bretschneidera sinensis,782165-1,Akaniaceae,Bretschneidera,sinensis,,False,Bretschneidera sinensis,28529
NC_037753.1,rrn23,genomic DNA,2810,Bretschneidera sinensis,782165-1,Akaniaceae,Bretschneidera,sinensis,,False,Bretschneidera sinensis,28529
NC_044108.1,rrn23,genomic DNA,2812,Alisma plantago-aquatica,30019518-2,Alismataceae,Alisma,plantago-aquatica,,False,Alisma plantago-aquatica,15000
MK090659.1,rrn23,genomic DNA,2812,Alisma plantago-aquatica,30019518-2,Alismataceae,Alisma,plantago-aquatica,,False,Alisma plantago-aquatica,15000
NC_045925.1,rrn23,genomic DNA,2810,Caldesia grandis,58292-1,Alismataceae,Caldesia,grandis,,False,Caldesia grandis,349097
MH262300.2,rrn23,genomic DNA,2810,Caldesia grandis,58292-1,Alismataceae,Caldesia,grandis,,False,Caldesia grandis,349097
MH262301.2,rrn23,genomic DNA,2811,Caldesia parnassifolia,58293-1,Alismataceae,Caldesia,parnassifolia,,False,Caldesia parnassifolia,217073
NC_045926.1,rrn23,genomic DNA,2810,Caldesia parnassifolia,58293-1,Alismataceae,Caldesia,parnassifolia,,False,Caldesia parnassifolia,217073
KT899952.1,rrn23,genomic DNA,2817,Sagittaria lichuanensis,2902975-1,Alismataceae,Sagittaria,lichuanensis,,False,Sagittaria lichuanensis,258219
NC_029815.1,rrn23,genomic DNA,2817,Sagittaria lichuanensis,2902975-1,Alismataceae,Sagittaria,lichuanensis,,False,Sagittaria lichuanensis,258219
NC_044119.1,rrn23,genomic DNA,2810,Sagittaria trifolia,58596-1,Alismataceae,Sagittaria,trifolia,,False,Sagittaria trifolia,63789
MK090658.1,rrn23,genomic DNA,2810,Sagittaria trifolia,58596-1,Alismataceae,Sagittaria,trifolia,,False,Sagittaria trifolia,63789
MT079212.1,rrn23,genomic DNA,2810,Liquidambar acalycina,430700-1,Altingiaceae,Liquidambar,acalycina,,False,Liquidambar acalycina,63358
NC_046936.1,rrn23,genomic DNA,2810,Liquidambar acalycina,430700-1,Altingiaceae,Liquidambar,acalycina,,False,Liquidambar acalycina,63358
MN837678.1,rrn23,genomic DNA,2810,Liquidambar chingii,77134708-1,Altingiaceae,Liquidambar,chingii,,False,Semiliquidambar cathayensis,99446
NC_046483.1,rrn23,genomic DNA,2810,Liquidambar chingii,77134708-1,Altingiaceae,Liquidambar,chingii,,False,Semiliquidambar cathayensis,99446
MN106247.1,rrn23,genomic DNA,2809,Liquidambar excelsa,58631-1,Altingiaceae,Liquidambar,excelsa,,False,Altingia excelsa,64109
NC_048995.1,rrn23,genomic DNA,2809,Liquidambar excelsa,58631-1,Altingiaceae,Liquidambar,excelsa,,False,Altingia excelsa,64109
MT079213.1,rrn23,genomic DNA,2810,Liquidambar formosana,430709-1,Altingiaceae,Liquidambar,formosana,,False,Liquidambar formosana,63359
MT079214.1,rrn23,genomic DNA,2810,Liquidambar orientalis,430714-1,Altingiaceae,Liquidambar,orientalis,,False,Liquidambar orientalis,63360
NC_046937.1,rrn23,genomic DNA,2810,Liquidambar orientalis,430714-1,Altingiaceae,Liquidambar,orientalis,,False,Liquidambar orientalis,63360
GQ998504.1,rrn23,genomic DNA,2811,Liquidambar styraciflua,430718-1,Altingiaceae,Liquidambar,styraciflua,,False,Liquidambar styraciflua,4400
HQ664606.1,rrn23,genomic DNA,2811,Liquidambar styraciflua,430718-1,Altingiaceae,Liquidambar,styraciflua,,False,Liquidambar styraciflua,4400
NC_048981.1,rrn23,genomic DNA,2809,Liquidambar yunnanensis,77134714-1,Altingiaceae,Liquidambar,yunnanensis,,False,Altingia yunnanensis,366470
MN106248.1,rrn23,genomic DNA,2809,Liquidambar yunnanensis,77134714-1,Altingiaceae,Liquidambar,yunnanensis,,False,Altingia yunnanensis,366470
NC_050063.1,rrn23,genomic DNA,2814,Achyranthes aspera,2468-2,Amaranthaceae,Achyranthes,aspera,,False,Achyranthes aspera,240005
MW411185.1,rrn23,genomic DNA,2814,Achyranthes aspera,2468-2,Amaranthaceae,Achyranthes,aspera,,False,Achyranthes aspera,240005
MN953050.1,rrn23,genomic DNA,2814,Achyranthes bidentata,58678-1,Amaranthaceae,Achyranthes,bidentata,,False,Achyranthes bidentata,384659
NC_050062.1,rrn23,genomic DNA,2814,Achyranthes bidentata,58678-1,Amaranthaceae,Achyranthes,bidentata,,False,Achyranthes bidentata,384659
NC_042798.1,rrn23,genomic DNA,2808,Alternanthera philoxeroides,1024156-2,Amaranthaceae,Alternanthera,philoxeroides,,False,Alternanthera philoxeroides,381410
MK795965.1,rrn23,genomic DNA,2808,Alternanthera philoxeroides,1024156-2,Amaranthaceae,Alternanthera,philoxeroides,,False,Alternanthera philoxeroides,381410
MW255966.1,rrn23,genomic DNA,2805,Amaranthus blitum,10619-2,Amaranthaceae,Amaranthus,blitum,,False,Amaranthus blitum,338571
MG836508.1,rrn23,genomic DNA,2806,Amaranthus caudatus,316347-2,Amaranthaceae,Amaranthus,caudatus,,False,Amaranthus caudatus,3567
NC_040143.1,rrn23,genomic DNA,2806,Amaranthus caudatus,316347-2,Amaranthaceae,Amaranthus,caudatus,,False,Amaranthus caudatus,3567
MG836507.1,rrn23,genomic DNA,2806,Amaranthus cruentus,10631-2,Amaranthaceae,Amaranthus,cruentus,,False,Amaranthus hybridus subsp. cruentus,117272
MG836506.1,rrn23,genomic DNA,2806,Amaranthus cruentus,10631-2,Amaranthaceae,Amaranthus,cruentus,,False,Amaranthus hybridus subsp. cruentus,117272
MG836505.1,rrn23,genomic DNA,2806,Amaranthus hypochondriacus,10665-2,Amaranthaceae,Amaranthus,hypochondriacus,,False,Amaranthus hypochondriacus,28502
MW646089.1,rrn23,genomic DNA,2805,Amaranthus retroflexus,10698-2,Amaranthaceae,Amaranthus,retroflexus,,False,Amaranthus retroflexus,124763
NC_053787.1,rrn23,genomic DNA,2805,Amaranthus sp.,10665-2,Amaranthaceae,Amaranthus,,,True,Amaranthus hybridus,3565
MT993471.1,rrn23,genomic DNA,2805,Amaranthus sp.,10665-2,Amaranthaceae,Amaranthus,,,True,Amaranthus hybridus,3565
KX094399.1,rrn23,genomic DNA,2808,Amaranthus tricolor,327386-2,Amaranthaceae,Amaranthus,tricolor,,False,Amaranthus tricolor,29722
MK867774.1,rrn23,genomic DNA,2806,Atriplex centralasiatica,163705-1,Amaranthaceae,Atriplex,centralasiatica,,False,Atriplex centralasiatica,192999
NC_045304.1,rrn23,genomic DNA,2806,Atriplex centralasiatica,163705-1,Amaranthaceae,Atriplex,centralasiatica,,False,Atriplex centralasiatica,192999
KU726550.2,rrn23,genomic DNA,2808,Bienertia sinuspersici,60438510-2,Amaranthaceae,Bienertia,sinuspersici,,False,Bienertia sinuspersici,338654
MW192441.1,rrn23,genomic DNA,2808,Caroxylon passerinum,77089160-1,Amaranthaceae,Caroxylon,passerinum,,False,Caroxylon passerinum,151258
NC_045887.1,rrn23,genomic DNA,2808,Celosia argentea,316350-2,Amaranthaceae,Celosia,argentea,,False,Celosia cristata,124768
MK470118.1,rrn23,genomic DNA,2808,Celosia argentea,316350-2,Amaranthaceae,Celosia,argentea,,False,Celosia cristata,124768
NC_041200.1,rrn23,genomic DNA,2809,Chenopodium ficifolium,164928-1,Amaranthaceae,Chenopodium,ficifolium,,False,Chenopodium ficifolium,887860
MK182725.1,rrn23,genomic DNA,2809,Chenopodium ficifolium,164928-1,Amaranthaceae,Chenopodium,ficifolium,,False,Chenopodium ficifolium,887860
KY419706.1,rrn23,genomic DNA,2810,Chenopodium quinoa,165175-1,Amaranthaceae,Chenopodium,quinoa,,False,Chenopodium quinoa,63459
NC_034949.1,rrn23,genomic DNA,2810,Chenopodium quinoa,165175-1,Amaranthaceae,Chenopodium,quinoa,,False,Chenopodium quinoa,63459
MF418659.1,rrn23,genomic DNA,2810,Chenopodium sp.,56045-2,Amaranthaceae,Chenopodium,,boscianum,True,Chenopodium album,3559
MW417304.1,rrn23,genomic DNA,2809,Chenopodium sp.,56045-2,Amaranthaceae,Chenopodium,,boscianum,True,Chenopodium album,3559
NC_041262.1,rrn23,genomic DNA,2812,Cyathula sp.,60146-1,Amaranthaceae,Cyathula,,,True,Cyathula capitata,2152776
MK397864.1,rrn23,genomic DNA,2812,Cyathula sp.,60146-1,Amaranthaceae,Cyathula,,,True,Cyathula capitata,2152776
MK397865.1,rrn23,genomic DNA,2806,Deeringia amaranthoides,60226-1,Amaranthaceae,Deeringia,amaranthoides,,False,Deeringia amaranthoides,240055
NC_041267.1,rrn23,genomic DNA,2806,Deeringia amaranthoides,60226-1,Amaranthaceae,Deeringia,amaranthoides,,False,Deeringia amaranthoides,240055
NC_041201.1,rrn23,genomic DNA,2810,Dysphania ambrosioides,1198060-2,Amaranthaceae,Dysphania,ambrosioides,,False,Dysphania ambrosioides,330163
MK182726.1,rrn23,genomic DNA,2810,Dysphania ambrosioides,1198060-2,Amaranthaceae,Dysphania,ambrosioides,,False,Dysphania ambrosioides,330163
MH898873.1,rrn23,genomic DNA,2808,Dysphania botrys,1076147-2,Amaranthaceae,Dysphania,botrys,,False,Dysphania botrys,240045
NC_042166.1,rrn23,genomic DNA,2808,Dysphania botrys,1076147-2,Amaranthaceae,Dysphania,botrys,,False,Dysphania botrys,240045
MK541016.1,rrn23,genomic DNA,2810,Dysphania pumilio,1012195-2,Amaranthaceae,Dysphania,pumilio,,False,Dysphania pumilio,434245
NC_041159.1,rrn23,genomic DNA,2810,Dysphania pumilio,1012195-2,Amaranthaceae,Dysphania,pumilio,,False,Dysphania pumilio,434245
MW123092.1,rrn23,genomic DNA,2808,Oreosalsola abrotanoides,77153611-1,Amaranthaceae,Oreosalsola,abrotanoides,,False,Salsola abrotanoides,1048809
NC_047226.1,rrn23,genomic DNA,2809,Oxybasis glauca,77121014-1,Amaranthaceae,Oxybasis,glauca,,False,Oxybasis glauca,244509
MK814481.1,rrn23,genomic DNA,2809,Oxybasis glauca,77121014-1,Amaranthaceae,Oxybasis,glauca,,False,Oxybasis glauca,244509
MK419082.1,rrn23,genomic DNA,2807,Ptilotus polystachyus,61293-1,Amaranthaceae,Ptilotus,polystachyus,,False,Ptilotus polystachyus,400493
NC_046575.1,rrn23,genomic DNA,2807,Ptilotus polystachyus,61293-1,Amaranthaceae,Ptilotus,polystachyus,,False,Ptilotus polystachyus,400493
KJ629116.1,rrn23,genomic DNA,2808,Salicornia europaea,166520-1,Amaranthaceae,Salicornia,europaea,,False,Salicornia europaea,206448
NC_027225.1,rrn23,genomic DNA,2808,Salicornia europaea,166520-1,Amaranthaceae,Salicornia,europaea,,False,Salicornia europaea,206448
AJ400848.1,23S rRNA,genomic DNA,2811,Spinacia oleracea,167384-1,Amaranthaceae,Spinacia,oleracea,,False,Spinacia oleracea,3562
MK867773.1,rrn23,genomic DNA,2805,Suaeda glauca,167465-1,Amaranthaceae,Suaeda,glauca,,False,Suaeda glauca,397272
NC_045303.1,rrn23,genomic DNA,2805,Suaeda glauca,167465-1,Amaranthaceae,Suaeda,glauca,,False,Suaeda glauca,397272
MK558824.1,rrn23,genomic DNA,2808,Suaeda japonica,167483-1,Amaranthaceae,Suaeda,japonica,,False,Suaeda japonica,90346
NC_042675.1,rrn23,genomic DNA,2808,Suaeda japonica,167483-1,Amaranthaceae,Suaeda,japonica,,False,Suaeda japonica,90346
MG813535.1,rrn23,genomic DNA,2808,Suaeda malacosperma,167497-1,Amaranthaceae,Suaeda,malacosperma,,False,Suaeda malacosperma,397273
NC_039180.1,rrn23,genomic DNA,2808,Suaeda malacosperma,167497-1,Amaranthaceae,Suaeda,malacosperma,,False,Suaeda malacosperma,397273
MK867772.1,rrn23,genomic DNA,2805,Suaeda salsa,167562-1,Amaranthaceae,Suaeda,salsa,,False,Suaeda salsa,126914
NC_045302.1,rrn23,genomic DNA,2805,Suaeda salsa,167562-1,Amaranthaceae,Suaeda,salsa,,False,Suaeda salsa,126914
MN539611.1,rrn23,genomic DNA,2810,Acis autumnalis,77084799-1,Amaryllidaceae,Acis,autumnalis,,False,Acis autumnalis var. oporantha,197776
MT348439.1,rrn23,genomic DNA,2811,Agapanthus coddii,527266-1,Amaryllidaceae,Agapanthus,coddii,,False,Agapanthus coddii,2033002
NC_035971.1,rrn23,genomic DNA,2811,Agapanthus coddii,527266-1,Amaryllidaceae,Agapanthus,coddii,,False,Agapanthus coddii,2033002
MW829770.1,rrn23,genomic DNA,2811,Agapanthus praecox,527283-1,Amaryllidaceae,Agapanthus,praecox,,False,Agapanthus praecox,186128
HQ183555.1,rrn23,genomic DNA,2810,Agapanthus praecox,527283-1,Amaryllidaceae,Agapanthus,praecox,,False,Agapanthus praecox,186128
NC_040972.1,rrn23,genomic DNA,2810,Allium altaicum,527567-1,Amaryllidaceae,Allium,altaicum,,False,Allium altaicum,48666
MH159130.1,rrn23,genomic DNA,2810,Allium altaicum,527567-1,Amaryllidaceae,Allium,altaicum,,False,Allium altaicum,48666
KF728079.1,rrn23,genomic DNA,2811,Allium cepa,527795-1,Amaryllidaceae,Allium,cepa,,False,Allium cepa,4679
KF728080.1,rrn23,genomic DNA,2811,Allium cepa,527795-1,Amaryllidaceae,Allium,cepa,,False,Allium cepa,4679
MK299426.1,rrn23,genomic DNA,2810,Allium changduense,527809-1,Amaryllidaceae,Allium,changduense,,False,Allium changduense,743497
