Locus,gene,mol_type,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name,TaxID
HM640716.1,18S ribosomal RNA,genomic DNA,1736,Lycoris chinensis,65792-1,Amaryllidaceae,Lycoris,chinensis,,False,Lycoris uydoensis,928062
JX975620.1,18S ribosomal RNA,genomic DNA,1611,Lycoris squamigera,65810-1,Amaryllidaceae,Lycoris,squamigera,,False,Lycoris squamigera,112568
JX975617.1,18S ribosomal RNA,genomic DNA,1591,Lycoris squamigera,65810-1,Amaryllidaceae,Lycoris,squamigera,,False,Lycoris squamigera,112568
HM640717.1,18S ribosomal RNA,genomic DNA,1738,Narcissus tazetta subsp. chinensis,77189681-1,Amaryllidaceae,Narcissus,tazetta,chinensis,False,Narcissus tazetta subsp. chinensis,391288
EU715294.1,18S ribosomal RNA,genomic DNA,1468,Narcissus tazetta subsp. chinensis,77189681-1,Amaryllidaceae,Narcissus,tazetta,chinensis,False,Narcissus tazetta subsp. chinensis,391288
JQ283911.1,18S ribosomal RNA,genomic DNA,1789,Scadoxus cinnabarinus,66761-1,Amaryllidaceae,Scadoxus,cinnabarinus,,False,Scadoxus cinnabarinus,112577
JQ283910.1,18S ribosomal RNA,genomic DNA,1791,Urceolina  grandiflora,261579-2,Amaryllidaceae,Urceolina,grandiflora,,False,Eucharis x grandiflora,44989
U42497.1,18S ribosomal RNA,genomic DNA,1741,Amborella trichopoda,581745-1,Amborellaceae,Amborella,trichopoda,,False,Amborella trichopoda,13333
AF509498.1,18S ribosomal RNA,genomic DNA,1756,Anacardium occidentale,319068-2,Anacardiaceae,Anacardium,occidentale,,False,Anacardium occidentale,171929
GU647220.1,18S ribosomal RNA,genomic DNA,1714,Mangifera indica,69913-1,Anacardiaceae,Mangifera,indica,,False,Mangifera indica,29780
XR_004127356.1,18S ribosomal RNA,rRNA,1796,Pistacia vera,70280-1,Anacardiaceae,Pistacia,vera,,False,Pistacia vera,55513
GU476469.1,18S ribosomal RNA,genomic DNA,1619,Rhus taitensis,70896-1,Anacardiaceae,Rhus,taitensis,,False,Rhus taitensis,384978
GU476470.1,18S ribosomal RNA,genomic DNA,1619,Rhus typhina,70939-1,Anacardiaceae,Rhus,typhina,,False,Rhus typhina,255348
AF207015.1,18S ribosomal RNA,genomic DNA,1739,Schinus molle,71044-1,Anacardiaceae,Schinus,molle,,False,Schinus molle,43851
GU476471.1,18S ribosomal RNA,genomic DNA,1619,Searsia quartiniana,20002585-1,Anacardiaceae,Searsia,quartiniana,,False,Searsia quartiniana,298681
KX522674.1,18S ribosomal RNA,genomic DNA,1809,Spondias tuberosa,71506-1,Anacardiaceae,Spondias,tuberosa,,False,Spondias tuberosa,991123
AF206846.1,18S ribosomal RNA,genomic DNA,1739,Ancistrocladus korupensis,975426-1,Ancistrocladaceae,Ancistrocladus,korupensis,,False,Ancistrocladus korupensis,63089
AY968390.1,18S ribosomal RNA,genomic DNA,1785,Anisophyllea corneri,719468-1,Anisophylleaceae,Anisophyllea,corneri,,False,Anisophyllea corneri,68824
AF534775.1,18S ribosomal RNA,genomic DNA,1793,Anisophyllea fallax,719474-1,Anisophylleaceae,Anisophyllea,fallax,,False,Anisophyllea fallax,106632
AY929365.1,18S ribosomal RNA,genomic DNA,1785,Anisophyllea fallax,719474-1,Anisophylleaceae,Anisophyllea,fallax,,False,Anisophyllea fallax,106632
AY968393.1,18S ribosomal RNA,genomic DNA,1771,Combretocarpus rotundatus,719716-1,Anisophylleaceae,Combretocarpus,rotundatus,,False,Combretocarpus rotundatus,61144
AF206850.1,18S ribosomal RNA,genomic DNA,1665,Annona muricata,14308-2,Annonaceae,Annona,muricata,,False,Annona muricata,13337
AF206856.1,18S ribosomal RNA,genomic DNA,1725,Asimina triloba,72521-1,Annonaceae,Asimina,triloba,,False,Asimina triloba,12953
AF469770.1,18S ribosomal RNA,genomic DNA,1726,Cananga odorata,72580-1,Annonaceae,Cananga,odorata,,False,Cananga odorata,13393
L54061.2,18S ribosomal RNA,genomic DNA,1686,Isolona sp.,2055-1,Annonaceae,Isolona,,,False,Isolona sp. Chase 542,49750
AF193938.1,18S ribosomal RNA,genomic DNA,1650,Polyalthia suberosa,74734-1,Annonaceae,Polyalthia,suberosa,,False,Polyalthia suberosa,105757
AF274600.1,18S ribosomal RNA,genomic DNA,1790,Aphanopetalum resinosum,790237-1,Aphanopetalaceae,Aphanopetalum,resinosum,,False,Aphanopetalum resinosum,131160
AF206851.1,18S ribosomal RNA,genomic DNA,1705,Aphloia theiformis,111447-1,Aphloiaceae,Aphloia,theiformis,,False,Aphloia theiformis,112806
D84297.1,18S ribosomal RNA,genomic DNA,1808,Angelica acutiloba,837548-1,Apiaceae,Angelica,acutiloba,,False,Angelica acutiloba var. sugiyamae,279741
DQ647697.2,18S ribosomal RNA,genomic DNA,1806,Angelica gigas,837629-1,Apiaceae,Angelica,gigas,,False,Angelica gigas,85712
AF206852.1,18S ribosomal RNA,genomic DNA,1739,Apium graveolens,838067-1,Apiaceae,Apium,graveolens,,False,Apium graveolens,4045
JF703099.1,18S ribosomal RNA,genomic DNA,1644,Apium graveolens,838067-1,Apiaceae,Apium,graveolens,,False,Apium graveolens,4045
GQ983561.1,18S ribosomal RNA,genomic DNA,1725,Azorella trifurcata,838647-1,Apiaceae,Azorella,trifurcata,,False,Azorella trifurcata,52508
JQ612129.1,18S ribosomal RNA,genomic DNA,1707,Bupleurum sp.,839355-1,Apiaceae,Bupleurum,,,True,Bupleurum mucronatum,1162816
MN261947.1,rrn18,genomic DNA,1935,Caucalis platycarpos,839978-1,Apiaceae,Caucalis,platycarpos,,False,Caucalis platycarpos,52456
GU476378.1,18S ribosomal RNA,genomic DNA,1620,Choritaenia capensis,840345-1,Apiaceae,Choritaenia,capensis,,False,Choritaenia capensis,370348
KT179692.1,18S ribosomal RNA,genomic DNA,1809,Cicuta maculata,58605-2,Apiaceae,Cicuta,maculata,,False,Cicuta maculata,178650
D83028.1,18S ribosomal RNA,genomic DNA,1808,Conioselinum anthriscoides,77146159-1,Apiaceae,Conioselinum,anthriscoides,,False,Ligusticum sinense,49555
KT179693.1,18S ribosomal RNA,genomic DNA,1809,Conium maculatum,840668-1,Apiaceae,Conium,maculatum,,False,Conium maculatum,13447
MW477238.1,18S ribosomal RNA,genomic DNA,1463,Coriandrum sativum,840760-1,Apiaceae,Coriandrum,sativum,,False,Coriandrum sativum,4047
MN261948.1,18S ribosomal RNA,genomic DNA,1936,Daucus aureus,841042-1,Apiaceae,Daucus,aureus,,False,Daucus aureus,79164
MN261951.1,rrn18,genomic DNA,1936,Daucus carota subsp. capillifolius,77201822-1,Apiaceae,Daucus,carota,capillifolius,False,Daucus carota subsp. capillifolius,180796
MN261957.1,18S ribosomal RNA,genomic DNA,1936,Daucus carota subsp. gummifer,60466895-2,Apiaceae,Daucus,carota,gummifer,False,Daucus carota subsp. gummifer,79197
MN261958.1,18S ribosomal RNA,genomic DNA,1936,Daucus carota subsp. gummifer,60466895-2,Apiaceae,Daucus,carota,gummifer,False,Daucus carota subsp. gummifer,79197
MN261963.1,rrn18,genomic DNA,1942,Daucus conchitae,841069-1,Apiaceae,Daucus,conchitae,,False,Daucus conchitae,180803
MN261962.1,rrn18,genomic DNA,1942,Daucus conchitae,841069-1,Apiaceae,Daucus,conchitae,,False,Daucus conchitae,180803
MN261964.1,18S ribosomal RNA,genomic DNA,1936,Daucus crinitus,841073-1,Apiaceae,Daucus,crinitus,,False,Daucus crinitus,79167
MN261965.1,18S ribosomal RNA,genomic DNA,1936,Daucus crinitus,841073-1,Apiaceae,Daucus,crinitus,,False,Daucus crinitus,79167
MN261971.1,18S ribosomal RNA,genomic DNA,1943,Daucus glaber,841102-1,Apiaceae,Daucus,glaber,,False,Daucus littoralis,571607
MN261966.1,18S ribosomal RNA,genomic DNA,1942,Daucus glochidiatus,841105-1,Apiaceae,Daucus,glochidiatus,,False,Daucus glochidiatus,180807
MN261970.1,18S ribosomal RNA,genomic DNA,1942,Daucus involucratus,841129-1,Apiaceae,Daucus,involucratus,,False,Daucus involucratus,180804
MN261969.1,rrn18,genomic DNA,1942,Daucus involucratus,841129-1,Apiaceae,Daucus,involucratus,,False,Daucus involucratus,180804
MN261975.1,18S ribosomal RNA,genomic DNA,1942,Daucus pusillus,841198-1,Apiaceae,Daucus,pusillus,,False,Daucus pusillus,79171
MN261976.1,18S ribosomal RNA,genomic DNA,1942,Daucus pusillus,841198-1,Apiaceae,Daucus,pusillus,,False,Daucus pusillus,79171
MN261977.1,18S ribosomal RNA,genomic DNA,1936,Daucus rouyi,77158611-1,Apiaceae,Daucus,rouyi,,False,Daucus rouyi,571641
MN261980.1,rrn18,genomic DNA,1936,Daucus sahariensis,841206-1,Apiaceae,Daucus,sahariensis,,False,Daucus sahariensis,180797
MN261979.1,rrn18,genomic DNA,1942,Daucus setulosus,841219-1,Apiaceae,Daucus,setulosus,,False,Daucus setulosus,1792663
MN261978.1,18S ribosomal RNA,genomic DNA,1942,Daucus setulosus,841219-1,Apiaceae,Daucus,setulosus,,False,Daucus setulosus,1792663
MN261967.1,rrn18,genomic DNA,1943,Daucus sp.,841114-1,Apiaceae,Daucus,,,True,Daucus guttatus,79165
MN261968.1,18S ribosomal RNA,genomic DNA,1943,Daucus sp.,841114-1,Apiaceae,Daucus,,,True,Daucus guttatus,79165
MN261981.1,18S ribosomal RNA,genomic DNA,1936,Daucus syrticus,841228-1,Apiaceae,Daucus,syrticus,,False,Daucus syrticus,180799
MN261982.1,18S ribosomal RNA,genomic DNA,1936,Daucus tenuisectus,841229-1,Apiaceae,Daucus,tenuisectus,,False,Daucus tenuisectus,180800
KX757779.1,18S ribosomal RNA,genomic DNA,1809,Glehnia littoralis,842779-1,Apiaceae,Glehnia,littoralis,,False,Glehnia littoralis,48119
KX757778.1,18S ribosomal RNA,genomic DNA,1809,Glehnia littoralis,842779-1,Apiaceae,Glehnia,littoralis,,False,Glehnia littoralis,48119
D83027.1,18S ribosomal RNA,genomic DNA,1808,Ligusticum officinale,844550-1,Apiaceae,Ligusticum,officinale,,False,Cnidium officinale,54711
U42498.1,18S ribosomal RNA,genomic DNA,1736,Lomatium triternatum,1177167-2,Apiaceae,Lomatium,triternatum,,False,Lomatium triternatum,63647
GQ983568.1,18S ribosomal RNA,genomic DNA,1724,Mackinlaya confusa,90979-1,Apiaceae,Mackinlaya,confusa,,False,Mackinlaya confusa,127424
KX757776.1,18S ribosomal RNA,genomic DNA,1809,Peucedanum japonicum,846161-1,Apiaceae,Peucedanum,japonicum,,False,Peucedanum japonicum,49563
KX757777.1,18S ribosomal RNA,genomic DNA,1809,Peucedanum japonicum,846161-1,Apiaceae,Peucedanum,japonicum,,False,Peucedanum japonicum,49563
JQ612131.1,18S ribosomal RNA,genomic DNA,1712,Pimpinella leschenaultii,846883-1,Apiaceae,Pimpinella,leschenaultii,,False,Pimpinella leschenaultii,1162818
KX757775.1,18S ribosomal RNA,genomic DNA,1809,Saposhnikovia divaricata,847902-1,Apiaceae,Saposhnikovia,divaricata,,False,Ledebouriella seseloides,656325
KX757774.1,18S ribosomal RNA,genomic DNA,1809,Saposhnikovia divaricata,847902-1,Apiaceae,Saposhnikovia,divaricata,,False,Ledebouriella seseloides,656325
JQ612130.1,18S ribosomal RNA,genomic DNA,1702,Tetrataenium rigens,849314-1,Apiaceae,Tetrataenium,rigens,,False,Heracleum candolleanum,1162817
MT735334.1,18S ribosomal RNA,genomic DNA,1808,Torilis japonica,849533-1,Apiaceae,Torilis,japonica,,False,Torilis japonica,49576
KT179694.1,18S ribosomal RNA,genomic DNA,1808,Zizia aurea,850044-1,Apiaceae,Zizia,aurea,,False,Zizia aurea,40947
AF107570.1,18S ribosomal RNA,genomic DNA,1745,Alstonia scholaris,60445977-2,Apocynaceae,Alstonia,scholaris,,False,Alstonia scholaris,52822
KJ649324.1,18S ribosomal RNA,genomic DNA,1653,Amsonia orientalis,76921-1,Apocynaceae,Amsonia,orientalis,,False,Amsonia orientalis,141609
KJ649325.1,18S ribosomal RNA,genomic DNA,1652,Amsonia orientalis,76921-1,Apocynaceae,Amsonia,orientalis,,False,Amsonia orientalis,141609
AF107571.1,18S ribosomal RNA,genomic DNA,1740,Apocynum sp.,2211-1,Apocynaceae,Apocynum,,,False,Apocynum sp. Olmstead 256,89249
JN665082.1,18S ribosomal RNA,genomic DNA,1808,Asclepias albicans,21135-2,Apocynaceae,Asclepias,albicans,,False,Asclepias albicans,659935
JN665083.1,18S ribosomal RNA,genomic DNA,1808,Asclepias albicans,21135-2,Apocynaceae,Asclepias,albicans,,False,Asclepias albicans,659935
JN665084.1,18S ribosomal RNA,genomic DNA,1808,Asclepias coulteri,94197-1,Apocynaceae,Asclepias,coulteri,,False,Asclepias coulteri,659948
JN665085.1,18S ribosomal RNA,genomic DNA,1808,Asclepias cutleri,21177-2,Apocynaceae,Asclepias,cutleri,,False,Asclepias cutleri,659951
JN665086.1,18S ribosomal RNA,genomic DNA,1808,Asclepias cutleri,21177-2,Apocynaceae,Asclepias,cutleri,,False,Asclepias cutleri,659951
JN665087.1,18S ribosomal RNA,genomic DNA,1808,Asclepias leptopus,21226-2,Apocynaceae,Asclepias,leptopus,,False,Asclepias leptopus,659967
JN665089.1,18S ribosomal RNA,genomic DNA,1808,Asclepias macrotis,94433-1,Apocynaceae,Asclepias,macrotis,,False,Asclepias macrotis,659972
JN665088.1,18S ribosomal RNA,genomic DNA,1808,Asclepias macrotis,94433-1,Apocynaceae,Asclepias,macrotis,,False,Asclepias macrotis,659972
JN665090.1,18S ribosomal RNA,genomic DNA,1808,Asclepias masonii,21239-2,Apocynaceae,Asclepias,masonii,,False,Asclepias masonii,659974
JN665093.1,18S ribosomal RNA,genomic DNA,1808,Asclepias sp.,94450-1,Apocynaceae,Asclepias,,,True,Asclepias subulata,528300
JN665094.1,18S ribosomal RNA,genomic DNA,1808,Asclepias sp.,94450-1,Apocynaceae,Asclepias,,,True,Asclepias subulata,528300
JN665091.1,18S ribosomal RNA,genomic DNA,1808,Asclepias subaphylla,21296-2,Apocynaceae,Asclepias,subaphylla,,False,Asclepias subaphylla,660009
JN665092.1,18S ribosomal RNA,genomic DNA,1808,Asclepias subaphylla,21296-2,Apocynaceae,Asclepias,subaphylla,,False,Asclepias subaphylla,660009
JF312046.1,18S ribosomal RNA,genomic DNA,1808,Asclepias syriaca,319076-2,Apocynaceae,Asclepias,syriaca,,False,Asclepias syriaca,48545
KT179713.1,18S ribosomal RNA,genomic DNA,1808,Asclepias verticillata,94722-1,Apocynaceae,Asclepias,verticillata,,False,Asclepias verticillata,528305
AY289645.1,18S ribosomal RNA,genomic DNA,1668,Cerbera manghas,77906-1,Apocynaceae,Cerbera,manghas,,False,Cerbera manghas,141545
AF107572.1,18S ribosomal RNA,genomic DNA,1739,Nerium oleander,80460-1,Apocynaceae,Nerium,oleander,,False,Nerium oleander,63479
KJ634138.1,18S ribosomal RNA,genomic DNA,1702,Apodanthes caseariae,316017-1,Apodanthaceae,Apodanthes,caseariae,,False,Apodanthes caseariae,301892
KJ634128.1,18S ribosomal RNA,genomic DNA,1406,Apodanthes caseariae,316017-1,Apodanthaceae,Apodanthes,caseariae,,False,Apodanthes caseariae,301892
KJ634129.1,18S ribosomal RNA,genomic DNA,1716,Pilostyles aethiopica,316056-1,Apodanthaceae,Pilostyles,aethiopica,,False,Pilostyles aethiopica,301899
KJ634126.1,18S ribosomal RNA,genomic DNA,1707,Pilostyles berteroi,316057-1,Apodanthaceae,Pilostyles,berteroi,,False,Pilostyles berteroi,866782
HM592263.1,18S ribosomal RNA,genomic DNA,1657,Pilostyles berteroi,316057-1,Apodanthaceae,Pilostyles,berteroi,,False,Pilostyles berteroi,866782
KJ634139.1,18S ribosomal RNA,genomic DNA,1706,Pilostyles blanchetii,316058-1,Apodanthaceae,Pilostyles,blanchetii,,False,Pilostyles blanchetii,1501699
KJ634122.1,18S ribosomal RNA,genomic DNA,1704,Pilostyles blanchetii,316058-1,Apodanthaceae,Pilostyles,blanchetii,,False,Pilostyles blanchetii,1501699
KJ634123.1,18S ribosomal RNA,genomic DNA,1709,Pilostyles collina,902768-1,Apodanthaceae,Pilostyles,collina,,False,Pilostyles collina,448042
KJ634120.1,18S ribosomal RNA,genomic DNA,1708,Pilostyles haussknechtii,316062-1,Apodanthaceae,Pilostyles,haussknechtii,,False,Pilostyles haussknechtii,866783
AF161010.1,18S ribosomal RNA,genomic DNA,1745,Ilex opaca,30066096-2,Aquifoliaceae,Ilex,opaca,,False,Ilex opaca,101729
AF206938.1,18S ribosomal RNA,genomic DNA,1745,Ilex opaca,30066096-2,Aquifoliaceae,Ilex,opaca,,False,Ilex opaca,101729
KM103392.1,18S ribosomal RNA,genomic DNA,1674,Arisaema sp.,328148-2,Araceae,Arisaema,,,False,Arisaema sp. KH-2014,1552341
KJ400866.1,18S ribosomal RNA,genomic DNA,1765,Lemna aequinoctialis,526159-1,Araceae,Lemna,aequinoctialis,,False,Lemna aequinoctialis,89585
