Locus,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name
6448977,269,Ruellia tarapotana,224303-2,Acanthaceae,Ruellia,tarapotana,,False,Ruellia tarapotana
6398479,243,Strobilanthes pulcherrima,55898-1,Acanthaceae,Strobilanthes,pulcherrima,,False,Strobilanthes pulcherrima
6393665,263,Ruellia adenocalyx,224029-2,Acanthaceae,Ruellia,adenocalyx,,False,Ruellia adenocalyx
6447749,245,Strobilanthes carinei,77147690-1,Acanthaceae,Strobilanthes,carinei,,False,Stenosiphonium setosum
6386337,259,Acanthopale laxiflora,44824-1,Acanthaceae,Acanthopale,laxiflora,,False,Acanthopale laxiflora
6421680,248,Strobilanthes brunelloides,77147689-1,Acanthaceae,Strobilanthes,brunelloides,,False,Hemigraphis griffithiana
6431440,206,Crossandra greenstockii,47010-1,Acanthaceae,Crossandra,greenstockii,,False,Crossandra greenstockii
6432842,270,Ruellia incomta,224160-2,Acanthaceae,Ruellia,incomta,,False,Ruellia incompta
6447761,242,Strobilanthes lupulina,55793-1,Acanthaceae,Strobilanthes,lupulina,,False,Strobilanthes lupulina
6447754,242,Strobilanthes micrantha,55816-1,Acanthaceae,Strobilanthes,micrantha,,False,Strobilanthes micrantha
6403868,251,Ruellia pringlei,224254-2,Acanthaceae,Ruellia,pringlei,,False,Ruellia pringlei
6454190,232,Ruellia pringlei,224254-2,Acanthaceae,Ruellia,pringlei,,False,Ruellia pringlei
6447467,271,Ruellia ochroleuca,54366-1,Acanthaceae,Ruellia,ochroleuca,,False,Ruellia ochroleuca
6411587,278,Ruellia edwardsae,224108-2,Acanthaceae,Ruellia,edwardsae,,False,Ruellia edwardsae
6392815,263,Ruellia asperula,224044-2,Acanthaceae,Ruellia,asperula,,False,Ruellia asperula
6453839,245,Ruellia geminiflora,54085-1,Acanthaceae,Ruellia,geminiflora,,False,Ruellia geminiflora
6398480,243,Strobilanthes rubicunda,55922-1,Acanthaceae,Strobilanthes,rubicunda,,False,Strobilanthes rubicunda
6432743,242,Strobilanthes pluriformis,55884-1,Acanthaceae,Strobilanthes,pluriformis,,False,Strobilanthes pluriformis
6383487,245,Strobilanthes speciosa,55956-1,Acanthaceae,Strobilanthes,speciosa,,False,Strobilanthes speciosa
6454187,233,Ruellia laslobasensis,77111799-1,Acanthaceae,Ruellia,laslobasensis,,False,Ruellia laslobasensis
6454185,241,Ruellia jaliscana,224164-2,Acanthaceae,Ruellia,jaliscana,,False,Ruellia jaliscana
6407078,223,Ruellia jaliscana,224164-2,Acanthaceae,Ruellia,jaliscana,,False,Ruellia jaliscana
6402672,274,Ruellia brevifolia,947317-1,Acanthaceae,Ruellia,brevifolia,,False,Ruellia brevifolia
6387188,216,Suessenguthia barthleniana,70028081-1,Acanthaceae,Suessenguthia,barthleniana,,False,Suessenguthia barthleniana
6402673,261,Ruellia brevifolia,947317-1,Acanthaceae,Ruellia,brevifolia,,False,Ruellia brevifolia
6384506,279,Hygrophila sp.,60454721-2,Acanthaceae,Hygrophila,,,True,Ruellia salviifolia
6446780,265,Ruellia anaticollis,53786-1,Acanthaceae,Ruellia,anaticollis,,False,Ruellia anaticollis
6450859,274,Ruellia anaticollis,53786-1,Acanthaceae,Ruellia,anaticollis,,False,Ruellia anaticollis
6431444,234,Physacanthus batanganus,53092-1,Acanthaceae,Physacanthus,batanganus,,False,Physacanthus batanganus
6431445,235,Physacanthus batanganus,53092-1,Acanthaceae,Physacanthus,batanganus,,False,Physacanthus batanganus
6408905,272,Ruellia menthoides,54303-1,Acanthaceae,Ruellia,menthoides,,False,Ruellia menthoides
6401749,216,Duosperma kilimandscharicum,48027-1,Acanthaceae,Duosperma,kilimandscharicum,,False,Duosperma kilimandscharicum
6400981,269,Ruellia hirsutoglandulosa,54144-1,Acanthaceae,Ruellia,hirsutoglandulosa,,False,Ruellia hirsutoglandulosa
6459979,262,Ruellia ischnopoda,224163-2,Acanthaceae,Ruellia,ischnopoda,,False,Ruellia ischnopoda
6430008,224,Ruellia hapalotricha,224143-2,Acanthaceae,Ruellia,hapalotricha,,False,Ruellia hapalotricha
6383492,243,Strobilanthes bibracteata,55567-1,Acanthaceae,Strobilanthes,bibracteata,,False,Strobilanthes bibracteata
6443039,231,Louteridium donnell-smithii,52227-1,Acanthaceae,Louteridium,donnell-smithii,,False,Louteridium donnellsmithii
6402686,226,Ruellia longepetiolata,54242-1,Acanthaceae,Ruellia,longepetiolata,,False,Ruellia longepetiolata
6411589,273,Ruellia linearibracteolata,54236-1,Acanthaceae,Ruellia,linearibracteolata,,False,Ruellia linearibracteolata
6397569,245,Strobilanthes wightii,77147697-1,Acanthaceae,Strobilanthes,wightii,,False,Stenosiphonium wightii
6431984,245,Ruellia incomta,224160-2,Acanthaceae,Ruellia,incomta,,False,Ruellia incompta
6449915,241,Ruellia steyermarkii,303656-2,Acanthaceae,Ruellia,steyermarkii,,False,Ruellia steyermarkii
6449916,251,Ruellia steyermarkii,303656-2,Acanthaceae,Ruellia,steyermarkii,,False,Ruellia steyermarkii
6424875,261,Mellera submutica,52289-1,Acanthaceae,Mellera,submutica,,False,Mellera submutica
6434880,274,Ruellia exserta,60436024-2,Acanthaceae,Ruellia,exserta,,False,Ruellia exserta
6443677,239,Strobilanthes fluviatilis,77073027-1,Acanthaceae,Strobilanthes,fluviatilis,,False,Sericocalyx fluviatilis
6401751,212,Ruellia exserta,60436024-2,Acanthaceae,Ruellia,exserta,,False,Ruellia exserta
6447759,240,Strobilanthes wightiana,56013-1,Acanthaceae,Strobilanthes,wightiana,,False,Strobilanthes wightiana
6383496,246,Strobilanthes repanda,20011938-1,Acanthaceae,Strobilanthes,repanda,,False,Strobilanthes repanda
6459977,276,Ruellia ciliatiflora,53920-1,Acanthaceae,Ruellia,ciliatiflora,,False,Ruellia ciliatiflora
6402677,235,Ruellia ciliatiflora,53920-1,Acanthaceae,Ruellia,ciliatiflora,,False,Ruellia ciliatiflora
6412971,277,Ruellia saulensis,302169-2,Acanthaceae,Ruellia,saulensis,,False,Ruellia saulensis
6459836,216,Strobilanthes frondosa,978965-1,Acanthaceae,Strobilanthes,frondosa,,False,Strobilanthes frondosa
6457956,275,Ruellia sp.,945644-1,Acanthaceae,Ruellia,,,True,Ruellia pearcei
6454188,232,Ruellia laslobasensis,77111799-1,Acanthaceae,Ruellia,laslobasensis,,False,Ruellia laslobasensis
6459834,220,Strobilanthes oligocephala,55845-1,Acanthaceae,Strobilanthes,oligocephala,,False,Strobilanthes oligocephala
6383490,242,Strobilanthes steenisiana,20011935-1,Acanthaceae,Strobilanthes,steenisiana,,False,Strobilanthes steenisiana
6402685,202,Ruellia insignis,54189-1,Acanthaceae,Ruellia,insignis,,False,Ruellia insignis
6411588,255,Ruellia inflata,54187-1,Acanthaceae,Ruellia,inflata,,False,Ruellia inflata
6397220,239,Phaulopsis imbricata,53010-1,Acanthaceae,Phaulopsis,imbricata,,False,Phaulopsis imbricata
6397219,239,Phaulopsis imbricata,53010-1,Acanthaceae,Phaulopsis,imbricata,,False,Phaulopsis imbricata
6461857,263,Ruellia morongii,298094-2,Acanthaceae,Ruellia,morongii,,False,Ruellia morongii
6453846,267,Ruellia stemonacanthoides,54612-1,Acanthaceae,Ruellia,stemonacanthoides,,False,Ruellia stemonacanthoides
6415974,277,Ruellia alboviolacea,224034-2,Acanthaceae,Ruellia,alboviolacea,,False,Ruellia alboviolacea
6399757,229,Ruellia affinis,53766-1,Acanthaceae,Ruellia,affinis,,False,Ruellia affinis
6383489,243,Strobilanthes galeopsis,55694-1,Acanthaceae,Strobilanthes,galeopsis,,False,Strobilanthes galeopsis
6423210,222,Ruellia thyrsostachya,224308-2,Acanthaceae,Ruellia,thyrsostachya,,False,Ruellia thyrsostachya
6383494,231,Strobilanthes cernua,55597-1,Acanthaceae,Strobilanthes,cernua,,False,Strobilanthes cernua
6445738,203,Strobilanthes glaucescens,55703-1,Acanthaceae,Strobilanthes,glaucescens,,False,Sericocalyx glaucescens
6459829,238,Strobilanthes hirta,55731-1,Acanthaceae,Strobilanthes,hirta,,False,Hemigraphis hirta
6402676,256,Ruellia chartacea,284442-2,Acanthaceae,Ruellia,chartacea,,False,Ruellia chartacea
6397764,265,Ruellia hookeriana,54155-1,Acanthaceae,Ruellia,hookeriana,,False,Ruellia hookeriana
6431983,252,Ruellia detonsa,53992-1,Acanthaceae,Ruellia,detonsa,,False,Ruellia detonsa
6403672,260,Louteridium chartaceum,144064-2,Acanthaceae,Louteridium,chartaceum,,False,Louteridium chartaceum
6403673,269,Ruellia dissidens,54011-1,Acanthaceae,Ruellia,dissidens,,False,Ruellia dissidens
6454184,214,Ruellia conzattii,224095-2,Acanthaceae,Ruellia,conzattii,,False,Ruellia conzattii
6399966,209,Ruellia cedilloi,305538-2,Acanthaceae,Ruellia,cedilloi,,False,Ruellia cedilloi
6414887,279,Dyschoriste trichanthera,86414-2,Acanthaceae,Dyschoriste,trichanthera,,False,Dyschoriste trichanthera
6459983,180,Ruellia yurimaguensis,224330-2,Acanthaceae,Ruellia,yurimaguensis,,False,Ruellia yurimaguensis
6454375,195,Ruellia oaxacana,224225-2,Acanthaceae,Ruellia,oaxacana,,False,Ruellia oaxacana
6415978,207,Ruellia oaxacana,224225-2,Acanthaceae,Ruellia,oaxacana,,False,Ruellia oaxacana
6402675,259,Ruellia chartacea,284442-2,Acanthaceae,Ruellia,chartacea,,False,Ruellia chartacea
6447762,236,Strobilanthes sessilis,55946-1,Acanthaceae,Strobilanthes,sessilis,,False,Strobilanthes sessilis
6398175,178,Ruellia terminalis,1014800-1,Acanthaceae,Ruellia,terminalis,,False,Ruellia terminalis
6454376,219,Ruellia terminalis,1014800-1,Acanthaceae,Ruellia,terminalis,,False,Ruellia terminalis
6402680,235,Ruellia drummondiana,54023-1,Acanthaceae,Ruellia,drummondiana,,False,Ruellia drummondiana
6416083,214,Ruellia sarukhaniana,937153-1,Acanthaceae,Ruellia,sarukhaniana,,False,Ruellia sarukhaniana
6430786,244,Hemigraphis ridleyi,49521-1,Acanthaceae,Hemigraphis,ridleyi,,False,Hemigraphis ridleyi
6407708,256,Ruellia purshiana,224261-2,Acanthaceae,Ruellia,purshiana,,False,Ruellia purshiana
6415979,212,Ruellia spissa,224288-2,Acanthaceae,Ruellia,spissa,,False,Ruellia spissa
6430214,251,Ruellia bourgaei,53856-1,Acanthaceae,Ruellia,bourgaei,,False,Ruellia bourgaei
6398483,243,Strobilanthes pulneyensis,55899-1,Acanthaceae,Strobilanthes,pulneyensis,,False,Strobilanthes pulneyensis
6407077,242,Ruellia bourgaei,53856-1,Acanthaceae,Ruellia,bourgaei,,False,Ruellia bourgaei
6447750,245,Strobilanthes cordifolia,77147691-1,Acanthaceae,Strobilanthes,cordifolia,,False,Stenosiphonium cordifolium
6430004,272,Louteridium mexicanum,144068-2,Acanthaceae,Louteridium,mexicanum,,False,Louteridium mexicanum
6447751,242,Strobilanthes ciliata,55601-1,Acanthaceae,Strobilanthes,ciliata,,False,Strobilanthes ciliata
6457955,276,Ruellia magniflora,303229-2,Acanthaceae,Ruellia,magniflora,,False,Ruellia magniflora
6449693,245,Strobilanthes violifolia,56003-1,Acanthaceae,Strobilanthes,violifolia,,False,Clarkeasia parviflora
8734728,258,Justicia arborescens,302584-2,Acanthaceae,Justicia,arborescens,,False,Justicia arborecens
6383497,243,Strobilanthes crispa,55623-1,Acanthaceae,Strobilanthes,crispa,,False,Sericocalyx crispus
6447756,242,Strobilanthes walkeri,56009-1,Acanthaceae,Strobilanthes,walkeri,,False,Strobilanthes walkeri
6460408,267,Stenostephanus wilburii,60478490-2,Acanthaceae,Stenostephanus,wilburii,,False,Razisea wilburii
6387187,214,Suessenguthia koessleri,70028082-1,Acanthaceae,Suessenguthia,koessleri,,False,Suessenguthia koessleri
6398478,224,Strobilanthes auriculata var. dyeriana,20011952-1,Acanthaceae,Strobilanthes,auriculata,dyeriana,False,Strobilanthes dyeriana
6402687,266,Ruellia sp.,54078-1,Acanthaceae,Ruellia,,,True,Ruellia macrophylla
6457954,235,Ruellia haenkeana,945644-1,Acanthaceae,Ruellia,haenkeana,,False,Ruellia haenkeana
6402559,208,Strobilanthes attenuata,55559-1,Acanthaceae,Strobilanthes,attenuata,,False,Strobilanthes attenuata
6448975,274,Ruellia haenkeana,945644-1,Acanthaceae,Ruellia,haenkeana,,False,Ruellia haenkeana
6453841,264,Ruellia inundata,54193-1,Acanthaceae,Ruellia,inundata,,False,Ruellia inundata
6403676,266,Ruellia inundata,54193-1,Acanthaceae,Ruellia,inundata,,False,Ruellia inundata
6383484,215,Strobilanthes cumingiana,77109078-1,Acanthaceae,Strobilanthes,cumingiana,,False,Hemigraphis cumingiana
6432734,237,Strobilanthes viridis,77197948-1,Acanthaceae,Strobilanthes,viridis,,False,Hemigraphis viridis
6448971,256,Ruellia blechum,224052-2,Acanthaceae,Ruellia,blechum,,False,Ruellia blechum
6432736,237,Hemigraphis proteus,49509-1,Acanthaceae,Hemigraphis,proteus,,False,Hemigraphis diversifolia
6434878,273,Ruellia breedlovei,284441-2,Acanthaceae,Ruellia,breedlovei,,False,Ruellia breedlovei
6432735,227,Strobilanthes reptans,77112369-1,Acanthaceae,Strobilanthes,reptans,,False,Hemigraphis reptans
6414508,239,Hemigraphis sp.,326021-2,Acanthaceae,Hemigraphis,,,False,Hemigraphis sp. Henry 12915
6453836,267,Ruellia biolleyi,53850-1,Acanthaceae,Ruellia,biolleyi,,False,Ruellia biolleyi
6383491,242,Strobilanthes involucrata,55748-1,Acanthaceae,Strobilanthes,involucrata,,False,Strobilanthes involucrata
6433387,238,Hygrophila corymbosa,49671-1,Acanthaceae,Hygrophila,corymbosa,,False,Hygrophila corymbosa
6433388,238,Hygrophila corymbosa,49671-1,Acanthaceae,Hygrophila,corymbosa,,False,Hygrophila corymbosa
6402678,209,Ruellia devosiana,53993-1,Acanthaceae,Ruellia,devosiana,,False,Ruellia devosiana
6453104,277,Ruellia metziae,224200-2,Acanthaceae,Ruellia,metziae,,False,Ruellia metzae
6439822,271,Ruellia ansericollis,53794-1,Acanthaceae,Ruellia,ansericollis,,False,Ruellia ansericollis
6430959,248,Ruellia tuberosa,54671-1,Acanthaceae,Ruellia,tuberosa,,False,Ruellia tuberosa
6385327,220,Ruellia tuberosa,54671-1,Acanthaceae,Ruellia,tuberosa,,False,Ruellia tuberosa
6447752,240,Strobilanthes barbata,55565-1,Acanthaceae,Strobilanthes,barbata,,False,Strobilanthes barbata
6387189,216,Suessenguthia wenzelii,327771-2,Acanthaceae,Suessenguthia,wenzelii,,False,Suessenguthia wenzelii
6441806,273,Ruellia latisepala,54225-1,Acanthaceae,Ruellia,latisepala,,False,Ruellia latisepala
6426916,250,Ruellia villosa,54716-1,Acanthaceae,Ruellia,villosa,,False,Ruellia villosa
6430955,252,Ruellia conzattii,224095-2,Acanthaceae,Ruellia,conzattii,,False,Ruellia conzattii
6387186,218,Suessenguthia trochilophila,247826-2,Acanthaceae,Suessenguthia,trochilophila,,False,Suessenguthia trochilophila
6393667,277,Strobilanthes tomentosa,77098454-1,Acanthaceae,Strobilanthes,tomentosa,,False,Ruellia tomentosa
6459832,245,Strobilanthes capitata,55593-1,Acanthaceae,Strobilanthes,capitata,,False,Strobilanthes capitata
6387185,217,Suessenguthia trochilophila,247826-2,Acanthaceae,Suessenguthia,trochilophila,,False,Suessenguthia trochilophila
6443889,276,Phaulopsis verticillaris,988541-1,Acanthaceae,Phaulopsis,verticillaris,,False,Phaulopsis verticillaris
6402688,265,Ruellia bignoniiflora,53846-1,Acanthaceae,Ruellia,bignoniiflora,,False,Ruellia megachlamys
6394719,254,Mimulopsis solmsii,52456-1,Acanthaceae,Mimulopsis,solmsii,,False,Mimulopsis solmsii
6435139,233,Ruellia sororia,224286-2,Acanthaceae,Ruellia,sororia,,False,Ruellia sororia
6430009,251,Ruellia tuxtlensis,284447-2,Acanthaceae,Ruellia,tuxtlensis,,False,Ruellia tuxtlensis
6401752,245,Ruellia lactea,54211-1,Acanthaceae,Ruellia,lactea,,False,Ruellia lactea
6420320,240,Physacanthus nematosiphon,53096-1,Acanthaceae,Physacanthus,nematosiphon,,False,Physacanthus nematosiphon
6393277,232,Physacanthus nematosiphon,53096-1,Acanthaceae,Physacanthus,nematosiphon,,False,Physacanthus nematosiphon
6387806,253,Ruellia saccata,77105612-1,Acanthaceae,Ruellia,saccata,,False,Ruellia saccata
6396665,267,Mellera nyassana,52287-1,Acanthaceae,Mellera,nyassana,,False,Mellera nyassana
6395934,267,Ruellia malacophylla,54291-1,Acanthaceae,Ruellia,malacophylla,,False,Ruellia malacophylla
6447748,242,Strobilanthes kunthiana,55761-1,Acanthaceae,Strobilanthes,kunthiana,,False,Strobilanthes kunthiana
6384507,215,Ruellia villosa,54716-1,Acanthaceae,Ruellia,villosa,,False,Ruellia villosa
6447744,242,Strobilanthes habracanthoides,981564-1,Acanthaceae,Strobilanthes,habracanthoides,,False,Strobilanthes habracanthoides
6387183,214,Sanchezia skutchii,227327-2,Acanthaceae,Sanchezia,skutchii,,False,Sanchezia skutchii
6414900,224,Dyschoriste purpusii,86402-2,Acanthaceae,Dyschoriste,purpusii,,False,Dyschoriste purpusii
6456422,244,Ruellia jussieuoides,54203-1,Acanthaceae,Ruellia,jussieuoides,,False,Ruellia jussieuoides
6394720,236,Ruellia paniculata,54389-1,Acanthaceae,Ruellia,paniculata,,False,Ruellia paniculata
6405113,270,Ruellia jussieuoides,54203-1,Acanthaceae,Ruellia,jussieuoides,,False,Ruellia jussieuoides
6399751,231,Strobilanthes formosana,55691-1,Acanthaceae,Strobilanthes,formosana,,False,Strobilanthes formosana
6399758,267,Ruellia leucantha,224174-2,Acanthaceae,Ruellia,leucantha,,False,Ruellia leucantha
6409657,279,Ruellia longifilamentosa,224179-2,Acanthaceae,Ruellia,longifilamentosa,,False,Ruellia longifilamentosa
6399756,273,Phaulopsis angolana,53004-1,Acanthaceae,Phaulopsis,angolana,,False,Phaulopsis angolana
6447757,243,Strobilanthes calycina,55589-1,Acanthaceae,Strobilanthes,calycina,,False,Strobilanthes calycina
6453844,272,Ruellia paniculata,54389-1,Acanthaceae,Ruellia,paniculata,,False,Ruellia paniculata
6456450,240,Stenandrium pilosulum,285550-2,Acanthaceae,Stenandrium,pilosulum,,False,Stenandrium pilosulum
6453843,248,Ruellia maya,303722-2,Acanthaceae,Ruellia,maya,,False,Ruellia maya
6455920,278,Ruellia subsessilis,224301-2,Acanthaceae,Ruellia,subsessilis,,False,Ruellia subsessilis
6447753,243,Strobilanthes andamanensis,55536-1,Acanthaceae,Strobilanthes,andamanensis,,False,Strobilanthes andamanensis
6430006,268,Ruellia eumorphantha,224113-2,Acanthaceae,Ruellia,eumorphantha,,False,Ruellia eumorphantha
6414896,270,Dyschoriste angusta,86363-2,Acanthaceae,Dyschoriste,angusta,,False,Dyschoriste angusta
6407707,270,Ruellia patula,54401-1,Acanthaceae,Ruellia,patula,,False,Ruellia patula
6443890,262,Ruellia patula,54401-1,Acanthaceae,Ruellia,patula,,False,Ruellia patula
6432733,237,Strobilanthes rhytiphylla,77197949-1,Acanthaceae,Strobilanthes,rhytiphylla,,True,Hemigraphis rhytiphylla
6387184,213,Sanchezia parvibracteata,227313-2,Acanthaceae,Sanchezia,parvibracteata,,False,Sanchezia parvibracteata
6386962,226,Strobilanthes cusia,55627-1,Acanthaceae,Strobilanthes,cusia,,False,Baphicacanthus cusia
6402684,264,Ruellia hygrophila,54167-1,Acanthaceae,Ruellia,hygrophila,,False,Ruellia hygrophila
6383488,242,Strobilanthes filiformis,55681-1,Acanthaceae,Strobilanthes,filiformis,,False,Strobilanthes filiformis
6461858,268,Ruellia multifolia,224210-2,Acanthaceae,Ruellia,multifolia,,False,Ruellia multifolia
6386731,226,Strobilanthes cusia,55627-1,Acanthaceae,Strobilanthes,cusia,,False,Baphicacanthus cusia
6445737,245,Strobilanthes schomburgkii,77098469-1,Acanthaceae,Strobilanthes,schomburgkii,,False,Sericocalyx schomburgkii
6403677,229,Ruellia matagalpae,224195-2,Acanthaceae,Ruellia,matagalpae,,False,Ruellia matagalpae
6443040,256,Ruellia matagalpae,224195-2,Acanthaceae,Ruellia,matagalpae,,False,Ruellia matagalpae
6387192,215,Suessenguthia vargasii,247827-2,Acanthaceae,Suessenguthia,vargasii,,False,Suessenguthia vargasii
6432737,237,Strobilanthes bulusanensis,326075-2,Acanthaceae,Strobilanthes,bulusanensis,,False,Hemigraphis pachyphylla
6459981,275,Ruellia nitida,60436026-2,Acanthaceae,Ruellia,nitida,,False,Ruellia nitida
6416082,238,Ruellia guerrerensis,303899-2,Acanthaceae,Ruellia,guerrerensis,,False,Ruellia guerrerensis
6448974,266,Ruellia costata,53958-1,Acanthaceae,Ruellia,costata,,False,Ruellia costata
6428410,259,Dyschoriste albiflora,48088-1,Acanthaceae,Dyschoriste,albiflora,,False,Dyschoriste albiflora
6424032,270,Hygrophila costata,49672-1,Acanthaceae,Hygrophila,costata,,False,Hygrophila brasiliensis
6392816,277,Ruellia eumorphantha,224113-2,Acanthaceae,Ruellia,eumorphantha,,False,Ruellia eumorphantha
6455916,263,Ruellia angustiflora,224039-2,Acanthaceae,Ruellia,angustiflora,,False,Ruellia angustiflora
6456452,242,Stenandrium pilosulum,285550-2,Acanthaceae,Stenandrium,pilosulum,,False,Stenandrium pilosulum
6386338,270,Mimulopsis arborescens,52436-1,Acanthaceae,Mimulopsis,arborescens,,False,Mimulopsis arborescens
6393666,267,Ruellia angustiflora,224039-2,Acanthaceae,Ruellia,angustiflora,,False,Ruellia angustiflora
6459833,207,Strobilanthes multidens,55826-1,Acanthaceae,Strobilanthes,multidens,,False,Strobilanthes multidens
6427712,268,Dyschoriste albiflora,48088-1,Acanthaceae,Dyschoriste,albiflora,,False,Dyschoriste albiflora
6440930,255,Acorus calamus var. angustatus,77188885-1,Acoraceae,Acorus,calamus,angustatus,False,Acorus tatarinowii
6458060,204,Acorus gramineus,84019-1,Acoraceae,Acorus,gramineus,,False,Acorus gramineus
6440928,249,Acorus calamus var. angustatus,77188885-1,Acoraceae,Acorus,calamus,angustatus,False,Acorus tatarinowii
