SeqID,Ini_Species,TaxID,mol_type,length,Ini_sciname,kew_id,family,genus,species,infraspecies,sci_name,rank,taxonomic_status,accepted_kew_id,accepted_name,reviewed
NC_007578.1,Lactuca sativa,4236,genomic DNA,152765,Lactuca sativa,228239-1,Asteraceae,Lactuca,sativa,,Lactuca sativa,SPECIES,Accepted,,,
NC_007602.1,Nicotiana tomentosiformis,4098,genomic DNA,155745,Nicotiana tomentosiformis,169862-2,Solanaceae,Nicotiana,tomentosiformis,,Nicotiana tomentosiformis,SPECIES,Accepted,,,
NC_007898.3,Solanum lycopersicum,4081,genomic DNA,155461,Solanum lycopersicum,316947-2,Solanaceae,Solanum,lycopersicum,,Solanum lycopersicum,SPECIES,Accepted,,,
NC_007942.1,Glycine max,3847,genomic DNA,152218,Glycine max,60450240-2,Fabaceae,Glycine,max,,Glycine max,SPECIES,Accepted,,,
NC_007943.1,Solanum bulbocastanum,147425,genomic DNA,155371,Solanum bulbocastanum,818528-1,Solanaceae,Solanum,bulbocastanum,,Solanum bulbocastanum,SPECIES,Accepted,,,
NC_007944.1,Gossypium hirsutum,3635,genomic DNA,160301,Gossypium hirsutum,30042843-2,Malvaceae,Gossypium,hirsutum,,Gossypium hirsutum,SPECIES,Accepted,,,
NC_007957.1,Vitis vinifera,29760,genomic DNA,160928,Vitis vinifera,30478388-2,Vitaceae,Vitis,vinifera,,Vitis vinifera,SPECIES,Accepted,,,
NC_007977.1,Helianthus annuus,4232,genomic DNA,151104,Helianthus annuus,119003-2,Asteraceae,Helianthus,annuus,,Helianthus annuus,SPECIES,Accepted,,,
NC_008096.2,Solanum tuberosum,4113,genomic DNA,155296,Solanum tuberosum,821337-1,Solanaceae,Solanum,tuberosum,,Solanum tuberosum,SPECIES,Accepted,,,
NC_008115.1,Eucalyptus globulus subsp. globulus,71271,genomic DNA,160286,Eucalyptus globulus subsp. globulus,77168267-1,Myrtaceae,Eucalyptus,globulus,globulus,Eucalyptus globulus subsp. globulus,SUBSPECIES,Accepted,,,
NC_008235.1,Populus alba,43335,genomic DNA,156505,Populus alba,776573-1,Salicaceae,Populus,alba,,Populus alba,SPECIES,Accepted,,,
NC_008325.1,Daucus carota,4039,genomic DNA,155911,Daucus carota,841063-1,Apiaceae,Daucus,carota,,Daucus carota,SPECIES,Accepted,,,
NC_008326.1,Liriodendron tulipifera,3415,genomic DNA,159886,Liriodendron tulipifera,30197364-2,Magnoliaceae,Liriodendron,tulipifera,,Liriodendron tulipifera,SPECIES,Accepted,,,
NC_008335.1,Platanus occidentalis,4403,genomic DNA,161791,Platanus occidentalis,685871-1,Platanaceae,Platanus,occidentalis,,Platanus occidentalis,SPECIES,Accepted,,,
NC_008336.1,Nandina domestica,41776,genomic DNA,156599,Nandina domestica,107544-1,Berberidaceae,Nandina,domestica,,Nandina domestica,SPECIES,Accepted,,,
NC_008359.1,Morus indica,248361,genomic DNA,158484,Morus indica,854652-1,Moraceae,Morus,indica,,Morus indica,SPECIES,Accepted,,,
NC_008407.1,Jasminum nudiflorum,126431,genomic DNA,165121,Jasminum nudiflorum,609662-1,Oleaceae,Jasminum,nudiflorum,,Jasminum nudiflorum,SPECIES,Accepted,,,
NC_008456.1,Drimys granadensis,224735,genomic DNA,160604,Drimys granadensis,84100-2,Winteraceae,Drimys,granadensis,,Drimys granadensis,SPECIES,Accepted,,,
NC_008457.1,Piper cenocladum,398741,genomic DNA,160624,Piper cenocladum,680851-1,Piperaceae,Piper,cenocladum,,Piper cenocladum,SPECIES,Accepted,,,
NC_008535.1,Coffea arabica,13443,genomic DNA,155189,Coffea arabica,747038-1,Rubiaceae,Coffea,arabica,,Coffea arabica,SPECIES,Accepted,,,
NC_008591.1,Agrostis stolonifera,63632,genomic DNA,136584,Agrostis stolonifera,386353-1,Poaceae,Agrostis,stolonifera,,Agrostis stolonifera,SPECIES,Accepted,,,
NC_008602.1,Sorghum bicolor,4558,genomic DNA,140754,Sorghum bicolor,422090-1,Poaceae,Sorghum,bicolor,,Sorghum bicolor,SPECIES,Accepted,,,
NC_008641.1,Gossypium barbadense,3634,genomic DNA,160317,Gossypium barbadense,559677-1,Malvaceae,Gossypium,barbadense,,Gossypium barbadense,SPECIES,Accepted,,,
NC_008788.1,Nuphar advena,77108,genomic DNA,160866,Nuphar advena,30043701-2,Nymphaeaceae,Nuphar,advena,,Nuphar advena,SPECIES,Accepted,,,
NC_008796.1,Ranunculus macranthus,334596,genomic DNA,155129,Ranunculus macranthus,713149-1,Ranunculaceae,Ranunculus,macranthus,,Ranunculus macranthus,SPECIES,Accepted,,,
NC_008829.1,Angiopteris evecta,13825,genomic DNA,153901,Angiopteris evecta,17021890-1,Marattiaceae,Angiopteris,evecta,,Angiopteris evecta,SPECIES,Accepted,,,
NC_009143.1,Populus trichocarpa,3694,genomic DNA,157033,Populus trichocarpa,776895-1,Salicaceae,Populus,tristis,,Populus tristis,SPECIES,Synonym,,,
NC_009259.1,Phaseolus vulgaris,3885,genomic DNA,150285,Phaseolus vulgaris,514191-1,Fabaceae,Phaseolus,vulgaris,,Phaseolus vulgaris,SPECIES,Accepted,,,
NC_009265.1,Aethionema cordifolium,434059,genomic DNA,154168,Aethionema cordifolium,277193-1,Brassicaceae,Aethionema,grandiflorum,,Aethionema grandiflorum,SPECIES,Synonym,,,
NC_009266.1,Aethionema grandiflorum,72657,genomic DNA,154243,Aethionema grandiflorum,277193-1,Brassicaceae,Aethionema,grandiflorum,,Aethionema grandiflorum,SPECIES,Accepted,,,
NC_009267.1,Olimarabidopsis pumila,74718,genomic DNA,154737,Olimarabidopsis pumila,1009840-1,Brassicaceae,Olimarabidopsis,pumila,,Olimarabidopsis pumila,SPECIES,Accepted,,,
NC_009268.1,Arabis hirsuta,78191,genomic DNA,153689,Arabis hirsuta,278269-1,Brassicaceae,Arabis,hirsuta,,Arabis hirsuta,SPECIES,Accepted,,,
NC_009269.1,Barbarea verna,50458,genomic DNA,154532,Barbarea verna,1109261-2,Brassicaceae,Barbarea,verna,,Barbarea verna,SPECIES,Accepted,,,
NC_009270.1,Capsella bursa-pastoris,3719,genomic DNA,154490,Capsella bursa-pastoris,30092589-2,Brassicaceae,Capsella,bursa-pastoris,,Capsella bursa-pastoris,SPECIES,Accepted,,,
NC_009271.1,Crucihimalaya wallichii,78192,genomic DNA,155199,Crucihimalaya wallichii,1009837-1,Brassicaceae,Crucihimalaya,wallichii,,Crucihimalaya wallichii,SPECIES,Accepted,,,
NC_009272.1,Draba nemorosa,171822,genomic DNA,153289,Draba nemorosa,83715-2,Brassicaceae,Draba,nemorosa,,Draba nemorosa,SPECIES,Accepted,,,
NC_009273.1,Lepidium virginicum,59292,genomic DNA,154743,Lepidium virginicum,138164-2,Brassicaceae,Lepidium,virginicum,,Lepidium virginicum,SPECIES,Accepted,,,
NC_009274.1,Lobularia maritima,226051,genomic DNA,152659,Lobularia maritima,1085072-2,Brassicaceae,Lobularia,maritima,,Lobularia maritima,SPECIES,Accepted,,,
NC_009275.1,Nasturtium officinale,65948,genomic DNA,155105,Nasturtium officinale,287534-1,Brassicaceae,Nasturtium,officinale,,Nasturtium officinale,SPECIES,Accepted,,,
NC_009598.1,Chloranthus spicatus,13006,genomic DNA,157772,Chloranthus spicatus,167824-1,Chloranthaceae,Chloranthus,spicatus,,Chloranthus spicatus,SPECIES,Accepted,,,
NC_009599.1,Buxus microphylla,153571,genomic DNA,159010,Buxus microphylla,340303-1,Buxaceae,Buxus,microphylla,,Buxus microphylla,SPECIES,Accepted,,,
NC_009600.1,Illicium oligandrum,145286,genomic DNA,148553,Illicium oligandrum,1014365-1,Schisandraceae,Illicium,parvifolium,oligandrum,Illicium parvifolium subsp. oligandrum,SUBSPECIES,Homotypic_Synonym,,,
NC_009601.1,Dioscorea elephantipes,145284,genomic DNA,152609,Dioscorea elephantipes,317936-1,Dioscoreaceae,Dioscorea,elephantipes,,Dioscorea elephantipes,SPECIES,Accepted,,,
NC_009618.1,Cycas taitungensis,54799,genomic DNA,163403,Cycas taitungensis,978052-1,Cycadaceae,Cycas,taitungensis,,Cycas taitungensis,SPECIES,Accepted,,,
NC_009765.1,Cuscuta gronovii,35886,genomic DNA,86744,Cuscuta gronovii,72854-2,Convolvulaceae,Cuscuta,gronovii,,Cuscuta gronovii,SPECIES,Accepted,,,
NC_009766.1,Cuscuta reflexa,4129,genomic DNA,121521,Cuscuta reflexa,267630-1,Convolvulaceae,Cuscuta,reflexa,,Cuscuta reflexa,SPECIES,Accepted,,,
NC_009808.1,Ipomoea purpurea,4121,genomic DNA,162046,Ipomoea purpurea,30043043-2,Convolvulaceae,Ipomoea,purpurea,,Ipomoea purpurea,SPECIES,Accepted,,,
NC_009949.1,Cuscuta obtusiflora,437280,genomic DNA,85286,Cuscuta obtusiflora,72898-2,Convolvulaceae,Cuscuta,obtusiflora,,Cuscuta obtusiflora,SPECIES,Accepted,,,
NC_009950.1,Lolium perenne,4522,genomic DNA,135282,Lolium perenne,407493-1,Poaceae,Lolium,perenne,,Lolium perenne,SPECIES,Accepted,,,
NC_009962.1,Ceratophyllum demersum,4428,genomic DNA,156252,Ceratophyllum demersum,30006047-2,Ceratophyllaceae,Ceratophyllum,demersum,,Ceratophyllum demersum,SPECIES,Accepted,,,
NC_009963.1,Cuscuta exaltata,476139,genomic DNA,125373,Cuscuta exaltata,72831-2,Convolvulaceae,Cuscuta,exaltata,,Cuscuta exaltata,SPECIES,Accepted,,,
NC_010093.1,Acorus americanus,263995,genomic DNA,153819,Acorus americanus,60458986-2,Acoraceae,Acorus,calamus,americanus,Acorus calamus var. americanus,VARIETY,Homotypic_Synonym,,,
NC_010109.1,Lemna minor,4472,genomic DNA,165955,Lemna minor,526194-1,Araceae,Lemna,minor,,Lemna minor,SPECIES,Accepted,,,
NC_010323.1,Carica papaya,3649,genomic DNA,160100,Carica papaya,30011248-2,Caricaceae,Carica,papaya,,Carica papaya,SPECIES,Accepted,,,
NC_010358.2,Oenothera argillicola,3940,genomic DNA,165061,Oenothera argillicola,172738-2,Onagraceae,Oenothera,argillicola,,Oenothera argillicola,SPECIES,Accepted,,,
NC_010360.2,Oenothera glazioviana,482428,genomic DNA,165359,Oenothera glazioviana,317809-2,Onagraceae,Oenothera,glazioviana,,Oenothera glazioviana,SPECIES,Accepted,,,
NC_010361.1,Oenothera biennis,3942,genomic DNA,164807,Oenothera biennis,172755-2,Onagraceae,Oenothera,biennis,,Oenothera biennis,SPECIES,Accepted,,,
NC_010362.1,Oenothera parviflora,482429,genomic DNA,163365,Oenothera parviflora,294779-2,Onagraceae,Oenothera,parviflora,,Oenothera parviflora,SPECIES,Accepted,,,
NC_010433.1,Manihot esculenta,3983,genomic DNA,161453,Manihot esculenta,351790-1,Euphorbiaceae,Manihot,esculenta,,Manihot esculenta,SPECIES,Accepted,,,
NC_010442.1,Trachelium caeruleum,28494,genomic DNA,162321,Trachelium caeruleum,145511-1,Campanulaceae,Trachelium,caeruleum,,Trachelium caeruleum,SPECIES,Accepted,,,
NC_010548.1,Cryptomeria japonica,3369,genomic DNA,131810,Cryptomeria japonica,261870-1,Cupressaceae,Cryptomeria,japonica,,Cryptomeria japonica,SPECIES,Accepted,,,
NC_010601.1,Guizotia abyssinica,4230,genomic DNA,151762,Guizotia abyssinica,210735-1,Asteraceae,Guizotia,abyssinica,,Guizotia abyssinica,SPECIES,Accepted,,,
NC_010654.1,Welwitschia mirabilis,3377,genomic DNA,119726,Welwitschia mirabilis,383591-1,Welwitschiaceae,Welwitschia,mirabilis,,Welwitschia mirabilis,SPECIES,Accepted,,,
NC_011032.1,Brachypodium distachyon,15368,genomic DNA,135199,Brachypodium distachyon,393098-1,Poaceae,Brachypodium,distachyon,,Brachypodium distachyon,SPECIES,Accepted,,,
NC_011152.3,Picea sitchensis,3332,genomic DNA,120176,Picea sitchensis,676986-1,Pinaceae,Picea,sitchensis,,Picea sitchensis,SPECIES,Accepted,,,
NC_011153.4,Pinus contorta,3339,genomic DNA,120438,Pinus contorta,30000492-2,Pinaceae,Pinus,contorta,,Pinus contorta,SPECIES,Accepted,,,
NC_011154.4,Pinus gerardiana,71632,genomic DNA,117618,Pinus gerardiana,262962-1,Pinaceae,Pinus,gerardiana,,Pinus gerardiana,SPECIES,Accepted,,,
NC_011155.4,Pinus krempfii,3342,genomic DNA,116989,Pinus krempfii,677058-1,Pinaceae,Pinus,krempfii,,Pinus krempfii,SPECIES,Accepted,,,
NC_011156.4,Pinus lambertiana,3343,genomic DNA,117239,Pinus lambertiana,197001-2,Pinaceae,Pinus,lambertiana,,Pinus lambertiana,SPECIES,Accepted,,,
NC_011158.4,Pinus monophylla,151562,genomic DNA,116479,Pinus monophylla,197026-2,Pinaceae,Pinus,monophylla,,Pinus monophylla,SPECIES,Accepted,,,
NC_011159.4,Pinus nelsonii,71643,genomic DNA,116834,Pinus nelsonii,197040-2,Pinaceae,Pinus,nelsonii,,Pinus nelsonii,SPECIES,Accepted,,,
NC_011163.1,Cicer arietinum,3827,genomic DNA,125319,Cicer arietinum,486336-1,Fabaceae,Cicer,arietinum,,Cicer arietinum,SPECIES,Accepted,,,
NC_011713.2,Lolium arundinaceum,4606,genomic DNA,136048,Lolium arundinaceum,973267-1,Poaceae,Lolium,arundinaceum,,Lolium arundinaceum,SPECIES,Accepted,,,
NC_011828.1,Trifolium subterraneum,3900,genomic DNA,144763,Trifolium subterraneum,523761-1,Fabaceae,Trifolium,subterraneum,,Trifolium subterraneum,SPECIES,Accepted,,,
NC_011930.1,Keteleeria davidiana,3324,genomic DNA,117720,Keteleeria davidiana,262401-1,Pinaceae,Keteleeria,davidiana,,Keteleeria davidiana,SPECIES,Accepted,,,
NC_011942.1,Gnetum parvifolium,33153,genomic DNA,114914,Gnetum parvifolium,383557-1,Gnetaceae,Gnetum,parvifolium,,Gnetum parvifolium,SPECIES,Accepted,,,
NC_011954.1,Ephedra equisetina,173280,genomic DNA,109518,Ephedra equisetina,928049-1,Ephedraceae,Ephedra,equisetina,,Ephedra equisetina,SPECIES,Accepted,,,
NC_012224.1,Jatropha curcas,180498,genomic DNA,163856,Jatropha curcas,131462-2,Euphorbiaceae,Jatropha,curcas,,Jatropha curcas,SPECIES,Accepted,,,
NC_012615.1,Megaleranthis saniculifolia,93213,genomic DNA,159924,Megaleranthis saniculifolia,711575-1,Ranunculaceae,Megaleranthis,saniculifolia,,Megaleranthis saniculifolia,SPECIES,Accepted,,,
NC_012818.1,Alsophila spinulosa,204586,genomic DNA,156661,Alsophila spinulosa,17533090-1,Cyatheaceae,Alsophila,spinulosa,,Alsophila spinulosa,SPECIES,Accepted,,,
NC_012927.1,Bambusa oldhamii,58923,genomic DNA,139350,Bambusa oldhamii,392445-1,Poaceae,Bambusa,oldhamii,,Bambusa oldhamii,SPECIES,Accepted,,,
NC_013086.1,Selaginella moellendorffii,88036,genomic DNA,143780,Selaginella moellendorffii,60457176-2,Selaginellaceae,Selaginella,moellendorffii,,Selaginella moellendorffii,SPECIES,Accepted,,,
NC_013088.1,Dendrocalamus latiflorus,257763,genomic DNA,139394,Dendrocalamus latiflorus,397888-1,Poaceae,Dendrocalamus,latiflorus,,Dendrocalamus latiflorus,SPECIES,Accepted,,,
NC_013273.1,Coix lacryma-jobi,4505,genomic DNA,140745,Coix lacryma-jobi,30100521-2,Poaceae,Coix,lacryma-jobi,,Coix lacryma-jobi,SPECIES,Accepted,,,
NC_013553.1,Parthenium argentatum,35935,genomic DNA,152803,Parthenium argentatum,236497-1,Asteraceae,Parthenium,argentatum,,Parthenium argentatum,SPECIES,Accepted,,,
NC_013707.2,Olea europaea,4146,genomic DNA,155888,Olea europaea,610675-1,Oleaceae,Olea,europaea,,Olea europaea,SPECIES,Accepted,,,
NC_013823.1,Typha latifolia,4733,genomic DNA,161572,Typha latifolia,836870-1,Typhaceae,Typha,latifolia,,Typha latifolia,SPECIES,Accepted,,,
NC_013843.1,Vigna radiata,157791,genomic DNA,151271,Vigna radiata,525492-1,Fabaceae,Vigna,radiata,,Vigna radiata,SPECIES,Accepted,,,
NC_013991.2,Phoenix dactylifera,42345,genomic DNA,158462,Phoenix dactylifera,668912-1,Arecaceae,Phoenix,dactylifera,,Phoenix dactylifera,SPECIES,Accepted,,,
NC_014057.1,Pisum sativum,3888,genomic DNA,122169,Pisum sativum,60454055-2,Fabaceae,Pisum,sativum,,Pisum sativum,SPECIES,Accepted,,,
NC_014062.1,Anomochloa marantoidea,38684,genomic DNA,138412,Anomochloa marantoidea,388835-1,Poaceae,Anomochloa,marantoidea,,Anomochloa marantoidea,SPECIES,Accepted,,,
NC_014063.1,Lathyrus sativus,3860,genomic DNA,121020,Lathyrus sativus,501990-1,Fabaceae,Lathyrus,sativus,,Lathyrus sativus,SPECIES,Accepted,,,
NC_014569.1,Erodium texanum,28960,genomic DNA,130812,Erodium texanum,372456-1,Geraniaceae,Erodium,texanum,,Erodium texanum,SPECIES,Accepted,,,
NC_014570.1,Eucalyptus grandis,71139,genomic DNA,160137,Eucalyptus grandis,592976-1,Myrtaceae,Eucalyptus,grandis,,Eucalyptus grandis,SPECIES,Accepted,,,
NC_014573.1,Geranium palmatum,326026,genomic DNA,155794,Geranium palmatum,322505-2,Geraniaceae,Geranium,palmatum,,Geranium palmatum,SPECIES,Accepted,,,
NC_014575.1,Cedrus deodara,3322,genomic DNA,119299,Cedrus deodara,676701-1,Pinaceae,Cedrus,deodara,,Cedrus deodara,SPECIES,Accepted,,,
NC_014582.1,Monsonia speciosa,163694,genomic DNA,128787,Monsonia speciosa,374558-1,Geraniaceae,Monsonia,speciosa,,Monsonia speciosa,SPECIES,Accepted,,,
NC_014589.1,Cathaya argyrophylla,64686,genomic DNA,107122,Cathaya argyrophylla,676696-1,Pinaceae,Cathaya,argyrophylla,,Cathaya argyrophylla,SPECIES,Accepted,,,
NC_014592.1,Myriopteris lindheimeri,531291,genomic DNA,155770,Myriopteris lindheimeri,77183048-1,Pteridaceae,Hemionitis,lindheimeri,,Hemionitis lindheimeri,SPECIES,Synonym,,,
NC_014674.1,Castanea mollissima,60419,genomic DNA,160799,Castanea mollissima,295338-1,Fagaceae,Castanea,mollissima,,Castanea mollissima,SPECIES,Accepted,,,
NC_014675.1,Isoetes flaccida,49763,genomic DNA,145303,Isoetes flaccida,130527-2,Isoetaceae,Isoetes,flaccida,,Isoetes flaccida,SPECIES,Accepted,,,
NC_014676.2,Theobroma cacao,3641,genomic DNA,160619,Theobroma cacao,320783-2,Malvaceae,Theobroma,cacao,,Theobroma cacao,SPECIES,Accepted,,,
NC_014697.1,Prunus persica,3760,genomic DNA,157790,Prunus persica,1212858-2,Rosaceae,Prunus,persica,,Prunus persica,SPECIES,Accepted,,,
NC_014699.1,Equisetum arvense,3258,genomic DNA,133309,Equisetum arvense,300073-2,Equisetaceae,Equisetum,arvense,,Equisetum arvense,SPECIES,Accepted,,,
NC_014807.1,Corynocarpus laevigatus,4312,genomic DNA,159202,Corynocarpus laevigatus,272100-1,Corynocarpaceae,Corynocarpus,laevigatus,,Corynocarpus laevigatus,SPECIES,Accepted,,,
NC_014874.1,Rhizanthella gardneri,112168,genomic DNA,59190,Rhizanthella gardneri,655670-1,Orchidaceae,Rhizanthella,gardneri,,Rhizanthella gardneri,SPECIES,Accepted,,,
NC_015083.1,Erodium carvifolium,337360,genomic DNA,116935,Erodium carvifolium,372198-1,Geraniaceae,Erodium,carvifolium,,Erodium carvifolium,SPECIES,Accepted,,,
NC_015113.1,Anthriscus cerefolium,40888,genomic DNA,154719,Anthriscus cerefolium,837913-1,Apiaceae,Anthriscus,cerefolium,,Anthriscus cerefolium,SPECIES,Accepted,,,
NC_015139.1,Brassica rapa subsp. pekinensis,51351,genomic DNA,153482,Brassica rapa subsp. pekinensis,279485-1,Brassicaceae,Brassica,rapa,,Brassica rapa,SPECIES,Synonym,,,
NC_015204.1,Gossypium thurberi,34273,genomic DNA,160264,Gossypium thurberi,559844-1,Malvaceae,Gossypium,thurberi,,Gossypium thurberi,SPECIES,Accepted,,,
NC_015308.1,Hevea brasiliensis,3981,genomic DNA,161191,Hevea brasiliensis,349913-1,Euphorbiaceae,Hevea,brasiliensis,,Hevea brasiliensis,SPECIES,Accepted,,,
NC_015401.1,Olea europaea subsp. europaea,158383,genomic DNA,155875,Olea europaea subsp. europaea,77172513-1,Oleaceae,Olea,europaea,europaea,Olea europaea subsp. europaea,SUBSPECIES,Accepted,,,
NC_015543.1,Jacobaea vulgaris,98722,genomic DNA,150689,Jacobaea vulgaris,226649-1,Asteraceae,Jacobaea,vulgaris,,Jacobaea vulgaris,SPECIES,Accepted,,,
NC_015604.1,Olea europaea subsp. cuspidata,129566,genomic DNA,155862,Olea europaea subsp. cuspidata,77190043-1,Oleaceae,Olea,europaea,cuspidata,Olea europaea subsp. cuspidata,SUBSPECIES,Accepted,,,
NC_015605.1,Nelumbo lutea,4431,genomic DNA,163206,Nelumbo lutea,605419-1,Nelumbonaceae,Nelumbo,lutea,,Nelumbo lutea,SPECIES,Accepted,,,
NC_015608.1,Olea woodiana subsp. woodiana,497767,genomic DNA,155942,Olea woodiana subsp. woodiana,77169774-1,Oleaceae,Olea,woodiana,woodiana,Olea woodiana subsp. woodiana,SUBSPECIES,Accepted,,,
NC_015621.1,Ageratina adenophora,176616,genomic DNA,150698,Ageratina adenophora,6811-2,Asteraceae,Ageratina,adenophora,,Ageratina adenophora,SPECIES,Accepted,,,
NC_015623.1,Olea europaea subsp. maroccana,158385,genomic DNA,155896,Olea europaea subsp. maroccana,1019529-1,Oleaceae,Olea,europaea,maroccana,Olea europaea subsp. maroccana,SUBSPECIES,Accepted,,,
NC_015803.1,Indocalamus longiauritus,548148,genomic DNA,139668,Indocalamus longiauritus,405862-1,Poaceae,Indocalamus,longiauritus,,Indocalamus longiauritus,SPECIES,Accepted,,,
NC_015804.1,Crithmum maritimum,40916,genomic DNA,158355,Crithmum maritimum,840827-1,Apiaceae,Crithmum,maritimum,,Crithmum maritimum,SPECIES,Accepted,,,
NC_015817.1,Phyllostachys edulis,38705,genomic DNA,139679,Phyllostachys edulis,415998-1,Poaceae,Phyllostachys,edulis,,Phyllostachys edulis,SPECIES,Accepted,,,
NC_015818.1,Hydrocotyle verticillata,46379,genomic DNA,153207,Hydrocotyle verticillata,843759-1,Araliaceae,Hydrocotyle,verticillata,,Hydrocotyle verticillata,SPECIES,Accepted,,,
NC_015820.1,Acidosasa purpurea,145980,genomic DNA,139697,Acidosasa purpurea,943489-1,Poaceae,Acidosasa,purpurea,,Acidosasa purpurea,SPECIES,Accepted,,,
NC_015821.1,Petroselinum crispum,4043,genomic DNA,152890,Petroselinum crispum,60442790-2,Apiaceae,Petroselinum,crispum,,Petroselinum crispum,SPECIES,Accepted,,,
NC_015826.1,Phyllostachys nigra var. henonis,886359,genomic DNA,139839,Phyllostachys nigra var. henonis,77189090-1,Poaceae,Phyllostachys,nigra,henonis,Phyllostachys nigra var. henonis,VARIETY,Accepted,,,
NC_015830.1,Bambusa emeiensis,280850,genomic DNA,139493,Bambusa emeiensis,392317-1,Poaceae,Bambusa,emeiensis,,Bambusa emeiensis,SPECIES,Accepted,,,
