Locus,gene,mol_type,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name,TaxID
MT747169.1,16S ribosomal RNA,genomic DNA,1564,Pseuderanthemum haikangense,53254-1,Acanthaceae,Pseuderanthemum,haikangense,,False,Pseuderanthemum haikangense,2816899
MK946456.1,rrn16,genomic DNA,1491,Rungia pectinata,54799-1,Acanthaceae,Rungia,pectinata,,False,Rungia pectinata,1205775
MW044601.1,16S ribosomal RNA,genomic DNA,1491,Strobilanthes biocullata,77112221-1,Acanthaceae,Strobilanthes,biocullata,,False,Strobilanthes biocullata,2824936
MW525447.1,16S ribosomal RNA,genomic DNA,1491,Strobilanthes tonkinensis,55986-1,Acanthaceae,Strobilanthes,tonkinensis,,False,Strobilanthes tonkinensis,2792840
JX663664.1,rrn16,genomic DNA,1506,Caloncoba echinata,365009-1,Achariaceae,Caloncoba,echinata,,False,Caloncoba echinata,312426
MH286322.1,16S ribosomal RNA,genomic DNA,1491,Phaulothamnus spinescens,327318-2,Achatocarpaceae,Phaulothamnus,spinescens,,False,Phaulothamnus spinescens,3600
MT755635.1,rrn16,genomic DNA,1491,Acorus calamus,84009-1,Acoraceae,Acorus,calamus,,False,Acorus calamus,4465
EU273602.1,rrn16,genomic DNA,1491,Acorus calamus var. americanus,60458986-2,Acoraceae,Acorus,calamus,americanus,False,Acorus americanus,263995
NC_010093.1,rrn16,genomic DNA,1491,Acorus calamus var. americanus,60458986-2,Acoraceae,Acorus,calamus,americanus,False,Acorus americanus,263995
MN175740.1,16S ribosomal RNA,genomic DNA,1491,Acorus gramineus,84019-1,Acoraceae,Acorus,gramineus,,False,Acorus gramineus,55184
MF521827.1,16S ribosomal RNA,genomic DNA,1491,Actinidia arguta,316460-1,Actinidiaceae,Actinidia,arguta,,False,Actinidia arguta,64478
MG744576.1,16S ribosomal RNA,genomic DNA,1491,Actinidia arguta,316460-1,Actinidiaceae,Actinidia,arguta,,False,Actinidia arguta,64478
MT700484.1,rrn16,genomic DNA,1490,Actinidia callosa var. strigillosa,918174-1,Actinidiaceae,Actinidia,callosa,strigillosa,False,Actinidia callosa var. strigillosa,165785
MT712168.1,rrn16,genomic DNA,1491,Actinidia chinensis,828396-1,Actinidiaceae,Actinidia,chinensis,,False,Actinidia chinensis,3625
KP297242.1,rrn16,genomic DNA,1491,Actinidia chinensis,828396-1,Actinidiaceae,Actinidia,chinensis,,False,Actinidia chinensis,3625
NC_026691.1,rrn16,genomic DNA,1491,Actinidia chinensis var. deliciosa,60458895-2,Actinidiaceae,Actinidia,chinensis,deliciosa,False,Actinidia deliciosa,3627
KP297244.1,16S ribosomal RNA,genomic DNA,1491,Actinidia chinensis var. deliciosa,60458895-2,Actinidiaceae,Actinidia,chinensis,deliciosa,False,Actinidia deliciosa,3627
MK550716.1,16S ribosomal RNA,genomic DNA,1490,Actinidia cylindrica,903436-1,Actinidiaceae,Actinidia,cylindrica,,False,Actinidia cylindrica,165704
MT982434.1,rrn16,genomic DNA,1490,Actinidia cylindrica var. reticulata,916756-1,Actinidiaceae,Actinidia,cylindrica,reticulata,False,Actinidia cylindrica var. reticulata,165784
NC_034914.1,rrn16,genomic DNA,1490,Actinidia eriantha,828399-1,Actinidiaceae,Actinidia,eriantha,,False,Actinidia eriantha,165200
KY100979.1,rrn16,genomic DNA,1490,Actinidia eriantha,828399-1,Actinidiaceae,Actinidia,eriantha,,False,Actinidia eriantha,165200
NC_051888.1,rrn16,genomic DNA,1491,Actinidia fulvicoma,828400-1,Actinidiaceae,Actinidia,fulvicoma,,False,Actinidia fulvicoma,165705
MN540960.1,16S ribosomal RNA,genomic DNA,1491,Actinidia fulvicoma,828400-1,Actinidiaceae,Actinidia,fulvicoma,,False,Actinidia fulvicoma,165705
NC_051879.1,rrn16,genomic DNA,1491,Actinidia hemsleyana,316468-1,Actinidiaceae,Actinidia,hemsleyana,,False,Actinidia hemsleyana,165707
MT740251.1,16S ribosomal RNA,genomic DNA,1491,Actinidia hemsleyana,316468-1,Actinidiaceae,Actinidia,hemsleyana,,False,Actinidia hemsleyana,165707
MT755628.1,rrn16,genomic DNA,1490,Actinidia hubeiensis,980124-1,Actinidiaceae,Actinidia,hubeiensis,,False,Actinidia hubeiensis,222502
MT974475.1,rrn16,genomic DNA,1490,Actinidia indochinensis,56889-1,Actinidiaceae,Actinidia,indochinensis,,False,Actinidia indochinensis,165709
KY951993.1,16S ribosomal RNA,genomic DNA,1491,Actinidia kolomikta,828402-1,Actinidiaceae,Actinidia,kolomikta,,False,Actinidia kolomikta,165710
NC_034915.1,rrn16,genomic DNA,1490,Actinidia kolomikta,828402-1,Actinidiaceae,Actinidia,kolomikta,,False,Actinidia kolomikta,165710
MK370725.1,16S ribosomal RNA,genomic DNA,1490,Actinidia lanceolata,316473-1,Actinidiaceae,Actinidia,lanceolata,,False,Actinidia lanceolata,165201
NC_046507.1,16S ribosomal RNA,genomic DNA,1490,Actinidia lanceolata,316473-1,Actinidiaceae,Actinidia,lanceolata,,False,Actinidia lanceolata,165201
MT740252.1,16S ribosomal RNA,genomic DNA,1491,Actinidia latifolia,316474-1,Actinidiaceae,Actinidia,latifolia,,False,Actinidia latifolia,165711
MW057417.1,16S ribosomal RNA,genomic DNA,1491,Actinidia latifolia,316474-1,Actinidiaceae,Actinidia,latifolia,,False,Actinidia latifolia,165711
MN520000.1,16S ribosomal RNA,genomic DNA,1491,Actinidia macrosperma,903444-1,Actinidiaceae,Actinidia,macrosperma,,False,Actinidia macrosperma,165712
NC_051887.1,16S ribosomal RNA,genomic DNA,1491,Actinidia macrosperma,903444-1,Actinidiaceae,Actinidia,macrosperma,,False,Actinidia macrosperma,165712
MK863365.1,rrn16,genomic DNA,1491,Actinidia melanandra,828403-1,Actinidiaceae,Actinidia,melanandra,,False,Actinidia melanandra,165713
NC_031186.1,rrn16,genomic DNA,1491,Actinidia polygama,60472666-2,Actinidiaceae,Actinidia,polygama,,False,Actinidia polygama,64480
KX345297.1,rrn16,genomic DNA,1491,Actinidia polygama,60472666-2,Actinidiaceae,Actinidia,polygama,,False,Actinidia polygama,64480
MN652056.1,rrn16,genomic DNA,1491,Actinidia rubus,316482-1,Actinidiaceae,Actinidia,rubus,,False,Actinidia rubus,2781649
NC_053769.1,16S ribosomal RNA,genomic DNA,1491,Actinidia rubus,316482-1,Actinidiaceae,Actinidia,rubus,,False,Actinidia rubus,2781649
MF980719.1,16S ribosomal RNA,genomic DNA,1491,Actinidia rufa,828407-1,Actinidiaceae,Actinidia,rufa,,False,Actinidia rufa,165716
NC_039973.1,16S ribosomal RNA,genomic DNA,1491,Actinidia rufa,828407-1,Actinidiaceae,Actinidia,rufa,,False,Actinidia rufa,165716
MN627226.1,rrn16,genomic DNA,1491,Actinidia styracifolia,903447-1,Actinidiaceae,Actinidia,styracifolia,,False,Actinidia styracifolia,165718
NC_031187.1,rrn16,genomic DNA,1491,Actinidia tetramera,828410-1,Actinidiaceae,Actinidia,tetramera,,False,Actinidia tetramera,1735015
KX345298.1,rrn16,genomic DNA,1491,Actinidia tetramera,828410-1,Actinidiaceae,Actinidia,tetramera,,False,Actinidia tetramera,1735015
MN602331.1,rrn16,genomic DNA,1491,Actinidia valvata,316485-1,Actinidiaceae,Actinidia,valvata,,False,Actinidia valvata,165719
NC_050357.1,16S ribosomal RNA,genomic DNA,1491,Actinidia valvata,316485-1,Actinidiaceae,Actinidia,valvata,,False,Actinidia valvata,165719
MK318825.1,16S ribosomal RNA,genomic DNA,1490,Actinidia zhejiangensis,899088-1,Actinidiaceae,Actinidia,zhejiangensis,,False,Actinidia zhejiangensis,165720
NC_046477.1,rrn16,genomic DNA,1490,Actinidia zhejiangensis,899088-1,Actinidiaceae,Actinidia,zhejiangensis,,False,Actinidia zhejiangensis,165720
KX345299.1,rrn16,genomic DNA,1491,Clematoclethra scandens subsp. hemsleyi,955271-1,Actinidiaceae,Clematoclethra,scandens,hemsleyi,False,Clematoclethra scandens subsp. hemsleyi,1898425
NC_036991.1,rrn16,genomic DNA,1491,Tetragonia tetragonoides,364795-1,Aizoaceae,Tetragonia,tetragonoides,,False,Tetragonia tetragonoides,45318
MF975369.1,rrn16,genomic DNA,1491,Tetragonia tetragonoides,364795-1,Aizoaceae,Tetragonia,tetragonoides,,False,Tetragonia tetragonoides,45318
NC_037753.1,rrn16,genomic DNA,1490,Bretschneidera sinensis,782165-1,Akaniaceae,Bretschneidera,sinensis,,False,Bretschneidera sinensis,28529
MG189708.1,16S ribosomal RNA,genomic DNA,1490,Bretschneidera sinensis,782165-1,Akaniaceae,Bretschneidera,sinensis,,False,Bretschneidera sinensis,28529
NC_044108.1,16S ribosomal RNA,genomic DNA,1491,Alisma plantago-aquatica,30019518-2,Alismataceae,Alisma,plantago-aquatica,,False,Alisma plantago-aquatica,15000
MK090659.1,rrn16,genomic DNA,1491,Alisma plantago-aquatica,30019518-2,Alismataceae,Alisma,plantago-aquatica,,False,Alisma plantago-aquatica,15000
NC_045925.1,rrn16,genomic DNA,1488,Caldesia grandis,58292-1,Alismataceae,Caldesia,grandis,,False,Caldesia grandis,349097
MH262300.2,16S ribosomal RNA,genomic DNA,1488,Caldesia grandis,58292-1,Alismataceae,Caldesia,grandis,,False,Caldesia grandis,349097
MH262301.2,16S ribosomal RNA,genomic DNA,1488,Caldesia parnassifolia,58293-1,Alismataceae,Caldesia,parnassifolia,,False,Caldesia parnassifolia,217073
NC_045926.1,rrn16,genomic DNA,1488,Caldesia parnassifolia,58293-1,Alismataceae,Caldesia,parnassifolia,,False,Caldesia parnassifolia,217073
MK090658.1,16S ribosomal RNA,genomic DNA,1488,Sagittaria trifolia,58596-1,Alismataceae,Sagittaria,trifolia,,False,Sagittaria trifolia,63789
NC_044119.1,rrn16,genomic DNA,1488,Sagittaria trifolia,58596-1,Alismataceae,Sagittaria,trifolia,,False,Sagittaria trifolia,63789
KM233640.1,rrn16,genomic DNA,1491,Luzuriaga radicans,279952-2,Alstroemeriaceae,Luzuriaga,radicans,,False,Luzuriaga radicans,59097
NC_025333.1,rrn16,genomic DNA,1491,Luzuriaga radicans,279952-2,Alstroemeriaceae,Luzuriaga,radicans,,False,Luzuriaga radicans,59097
NC_046936.1,rrn16,genomic DNA,1490,Liquidambar acalycina,430700-1,Altingiaceae,Liquidambar,acalycina,,False,Liquidambar acalycina,63358
MT079212.1,rrn16,genomic DNA,1490,Liquidambar acalycina,430700-1,Altingiaceae,Liquidambar,acalycina,,False,Liquidambar acalycina,63358
MN837678.1,16S ribosomal RNA,genomic DNA,1490,Liquidambar chingii,77134708-1,Altingiaceae,Liquidambar,chingii,,False,Semiliquidambar cathayensis,99446
NC_046483.1,16S ribosomal RNA,genomic DNA,1490,Liquidambar chingii,77134708-1,Altingiaceae,Liquidambar,chingii,,False,Semiliquidambar cathayensis,99446
NC_048995.1,16S ribosomal RNA,genomic DNA,1491,Liquidambar excelsa,58631-1,Altingiaceae,Liquidambar,excelsa,,False,Altingia excelsa,64109
MN106247.1,rrn16,genomic DNA,1491,Liquidambar excelsa,58631-1,Altingiaceae,Liquidambar,excelsa,,False,Altingia excelsa,64109
MT079213.1,rrn16,genomic DNA,1490,Liquidambar formosana,430709-1,Altingiaceae,Liquidambar,formosana,,False,Liquidambar formosana,63359
MT079214.1,16S ribosomal RNA,genomic DNA,1490,Liquidambar orientalis,430714-1,Altingiaceae,Liquidambar,orientalis,,False,Liquidambar orientalis,63360
NC_046937.1,16S ribosomal RNA,genomic DNA,1490,Liquidambar orientalis,430714-1,Altingiaceae,Liquidambar,orientalis,,False,Liquidambar orientalis,63360
EF207449.1,16S ribosomal RNA,genomic DNA,1491,Liquidambar styraciflua,430718-1,Altingiaceae,Liquidambar,styraciflua,,False,Liquidambar styraciflua,4400
GQ998503.1,16S ribosomal RNA,genomic DNA,1490,Liquidambar styraciflua,430718-1,Altingiaceae,Liquidambar,styraciflua,,False,Liquidambar styraciflua,4400
MN106248.1,rrn16,genomic DNA,1491,Liquidambar yunnanensis,77134714-1,Altingiaceae,Liquidambar,yunnanensis,,False,Altingia yunnanensis,366470
NC_048981.1,rrn16,genomic DNA,1491,Liquidambar yunnanensis,77134714-1,Altingiaceae,Liquidambar,yunnanensis,,False,Altingia yunnanensis,366470
MW411185.1,16S ribosomal RNA,genomic DNA,1491,Achyranthes aspera,2468-2,Amaranthaceae,Achyranthes,aspera,,False,Achyranthes aspera,240005
MN953051.1,16S ribosomal RNA,genomic DNA,1491,Achyranthes aspera,2468-2,Amaranthaceae,Achyranthes,aspera,,False,Achyranthes aspera,240005
MN652923.1,rrn16,genomic DNA,1491,Achyranthes bidentata,58678-1,Amaranthaceae,Achyranthes,bidentata,,False,Achyranthes bidentata,384659
NC_050062.1,16S ribosomal RNA,genomic DNA,1491,Achyranthes bidentata,58678-1,Amaranthaceae,Achyranthes,bidentata,,False,Achyranthes bidentata,384659
NC_042798.1,rrn16,genomic DNA,1491,Alternanthera philoxeroides,1024156-2,Amaranthaceae,Alternanthera,philoxeroides,,False,Alternanthera philoxeroides,381410
MK795965.1,16S ribosomal RNA,genomic DNA,1491,Alternanthera philoxeroides,1024156-2,Amaranthaceae,Alternanthera,philoxeroides,,False,Alternanthera philoxeroides,381410
MW255966.1,16S ribosomal RNA,genomic DNA,1491,Amaranthus blitum,10619-2,Amaranthaceae,Amaranthus,blitum,,False,Amaranthus blitum,338571
NC_040143.1,rrn16,genomic DNA,1491,Amaranthus caudatus,316347-2,Amaranthaceae,Amaranthus,caudatus,,False,Amaranthus caudatus,3567
MG836508.1,16S ribosomal RNA,genomic DNA,1491,Amaranthus caudatus,316347-2,Amaranthaceae,Amaranthus,caudatus,,False,Amaranthus caudatus,3567
MG836507.1,16S ribosomal RNA,genomic DNA,1491,Amaranthus cruentus,10631-2,Amaranthaceae,Amaranthus,cruentus,,False,Amaranthus hybridus subsp. cruentus,117272
MG836506.1,16S ribosomal RNA,genomic DNA,1491,Amaranthus cruentus,10631-2,Amaranthaceae,Amaranthus,cruentus,,False,Amaranthus hybridus subsp. cruentus,117272
MG836505.1,16S ribosomal RNA,genomic DNA,1491,Amaranthus hypochondriacus,10665-2,Amaranthaceae,Amaranthus,hypochondriacus,,False,Amaranthus hypochondriacus,28502
MW646089.1,16S ribosomal RNA,genomic DNA,1491,Amaranthus retroflexus,10698-2,Amaranthaceae,Amaranthus,retroflexus,,False,Amaranthus retroflexus,124763
MW679034.1,16S ribosomal RNA,genomic DNA,1491,Amaranthus sp.,316349-2,Amaranthaceae,Amaranthus,,,True,Amaranthus viridis,56196
MT993471.1,16S ribosomal RNA,genomic DNA,1491,Amaranthus sp.,10665-2,Amaranthaceae,Amaranthus,,,True,Amaranthus hybridus,3565
KX094399.1,rrn16,genomic DNA,1490,Amaranthus tricolor,327386-2,Amaranthaceae,Amaranthus,tricolor,,False,Amaranthus tricolor,29722
MK867774.1,16S ribosomal RNA,genomic DNA,1491,Atriplex centralasiatica,163705-1,Amaranthaceae,Atriplex,centralasiatica,,False,Atriplex centralasiatica,192999
NC_045304.1,rrn16,genomic DNA,1491,Atriplex centralasiatica,163705-1,Amaranthaceae,Atriplex,centralasiatica,,False,Atriplex centralasiatica,192999
KU726550.2,rrn16,genomic DNA,1491,Bienertia sinuspersici,60438510-2,Amaranthaceae,Bienertia,sinuspersici,,False,Bienertia sinuspersici,338654
MW192441.1,16S ribosomal RNA,genomic DNA,1491,Caroxylon passerinum,77089160-1,Amaranthaceae,Caroxylon,passerinum,,False,Caroxylon passerinum,151258
MK470118.1,16S ribosomal RNA,genomic DNA,1491,Celosia argentea,316350-2,Amaranthaceae,Celosia,argentea,,False,Celosia cristata,124768
NC_045887.1,rrn16,genomic DNA,1491,Celosia argentea,316350-2,Amaranthaceae,Celosia,argentea,,False,Celosia cristata,124768
NC_041200.1,rrn16,genomic DNA,1490,Chenopodium ficifolium,164928-1,Amaranthaceae,Chenopodium,ficifolium,,False,Chenopodium ficifolium,887860
MK182725.1,rrn16,genomic DNA,1490,Chenopodium ficifolium,164928-1,Amaranthaceae,Chenopodium,ficifolium,,False,Chenopodium ficifolium,887860
KY419706.1,16S ribosomal RNA,genomic DNA,1491,Chenopodium quinoa,165175-1,Amaranthaceae,Chenopodium,quinoa,,False,Chenopodium quinoa,63459
NC_034949.1,16S ribosomal RNA,genomic DNA,1491,Chenopodium quinoa,165175-1,Amaranthaceae,Chenopodium,quinoa,,False,Chenopodium quinoa,63459
MW417304.1,16S ribosomal RNA,genomic DNA,1491,Chenopodium sp.,56045-2,Amaranthaceae,Chenopodium,,boscianum,True,Chenopodium album,3559
NC_034950.1,rrn16,genomic DNA,1490,Chenopodium sp.,56045-2,Amaranthaceae,Chenopodium,,boscianum,True,Chenopodium album,3559
NC_041201.1,rrn16,genomic DNA,1491,Dysphania ambrosioides,1198060-2,Amaranthaceae,Dysphania,ambrosioides,,False,Dysphania ambrosioides,330163
MK182726.1,16S ribosomal RNA,genomic DNA,1491,Dysphania ambrosioides,1198060-2,Amaranthaceae,Dysphania,ambrosioides,,False,Dysphania ambrosioides,330163
NC_042166.1,rrn16,genomic DNA,1490,Dysphania botrys,1076147-2,Amaranthaceae,Dysphania,botrys,,False,Dysphania botrys,240045
MH898873.1,rrn16,genomic DNA,1490,Dysphania botrys,1076147-2,Amaranthaceae,Dysphania,botrys,,False,Dysphania botrys,240045
MH936550.1,16S ribosomal RNA,genomic DNA,1491,Dysphania pumilio,1012195-2,Amaranthaceae,Dysphania,pumilio,,False,Dysphania pumilio,434245
NC_041159.1,16S ribosomal RNA,genomic DNA,1491,Dysphania pumilio,1012195-2,Amaranthaceae,Dysphania,pumilio,,False,Dysphania pumilio,434245
MH286309.1,16S ribosomal RNA,genomic DNA,1491,Froelichia latifolia,330389-2,Amaranthaceae,Froelichia,latifolia,,False,Froelichia latifolia,221771
MW123092.1,rrn16,genomic DNA,1491,Oreosalsola abrotanoides,77153611-1,Amaranthaceae,Oreosalsola,abrotanoides,,False,Salsola abrotanoides,1048809
MN422308.1,16S ribosomal RNA,genomic DNA,1491,Oxybasis glauca,77121014-1,Amaranthaceae,Oxybasis,glauca,,False,Oxybasis glauca,244509
MK814481.1,rrn16,genomic DNA,1490,Oxybasis glauca,77121014-1,Amaranthaceae,Oxybasis,glauca,,False,Oxybasis glauca,244509
MK419082.1,16S ribosomal RNA,genomic DNA,1491,Ptilotus polystachyus,61293-1,Amaranthaceae,Ptilotus,polystachyus,,False,Ptilotus polystachyus,400493
NC_046575.1,16S ribosomal RNA,genomic DNA,1491,Ptilotus polystachyus,61293-1,Amaranthaceae,Ptilotus,polystachyus,,False,Ptilotus polystachyus,400493
KJ629117.1,16S ribosomal RNA,genomic DNA,1491,Salicornia bigelovii,166494-1,Amaranthaceae,Salicornia,bigelovii,,False,Salicornia bigelovii,46105
NC_027226.1,rrn16,genomic DNA,1491,Salicornia bigelovii,166494-1,Amaranthaceae,Salicornia,bigelovii,,False,Salicornia bigelovii,46105
NC_027225.1,rrn16,genomic DNA,1491,Salicornia europaea,166520-1,Amaranthaceae,Salicornia,europaea,,False,Salicornia europaea,206448
KJ629116.1,rrn16,genomic DNA,1491,Salicornia europaea,166520-1,Amaranthaceae,Salicornia,europaea,,False,Salicornia europaea,206448
AJ400848.1,16S rRNA,genomic DNA,1491,Spinacia oleracea,167384-1,Amaranthaceae,Spinacia,oleracea,,False,Spinacia oleracea,3562
MK867773.1,16S ribosomal RNA,genomic DNA,1491,Suaeda glauca,167465-1,Amaranthaceae,Suaeda,glauca,,False,Suaeda glauca,397272
NC_045303.1,16S ribosomal RNA,genomic DNA,1491,Suaeda glauca,167465-1,Amaranthaceae,Suaeda,glauca,,False,Suaeda glauca,397272
MK558824.1,rrn16,genomic DNA,1491,Suaeda japonica,167483-1,Amaranthaceae,Suaeda,japonica,,False,Suaeda japonica,90346
MK764271.1,rrn16,genomic DNA,1491,Suaeda japonica,167483-1,Amaranthaceae,Suaeda,japonica,,False,Suaeda japonica,90346
MG813535.1,16S ribosomal RNA,genomic DNA,1491,Suaeda malacosperma,167497-1,Amaranthaceae,Suaeda,malacosperma,,False,Suaeda malacosperma,397273
NC_039180.1,16S ribosomal RNA,genomic DNA,1491,Suaeda malacosperma,167497-1,Amaranthaceae,Suaeda,malacosperma,,False,Suaeda malacosperma,397273
NC_045302.1,rrn16,genomic DNA,1491,Suaeda salsa,167562-1,Amaranthaceae,Suaeda,salsa,,False,Suaeda salsa,126914
MK867772.1,rrn16,genomic DNA,1491,Suaeda salsa,167562-1,Amaranthaceae,Suaeda,salsa,,False,Suaeda salsa,126914
MN539611.1,16S ribosomal RNA,genomic DNA,1491,Acis autumnalis,77084799-1,Amaryllidaceae,Acis,autumnalis,,False,Acis autumnalis var. oporantha,197776
KX790363.1,16S ribosomal RNA,genomic DNA,1491,Agapanthus coddii,527266-1,Amaryllidaceae,Agapanthus,coddii,,False,Agapanthus coddii,2033002
NC_035971.1,16S ribosomal RNA,genomic DNA,1491,Agapanthus coddii,527266-1,Amaryllidaceae,Agapanthus,coddii,,False,Agapanthus coddii,2033002
MW829770.1,16S ribosomal RNA,genomic DNA,1491,Agapanthus praecox,527283-1,Amaryllidaceae,Agapanthus,praecox,,False,Agapanthus praecox,186128
MH159130.1,16S ribosomal RNA,genomic DNA,1491,Allium altaicum,527567-1,Amaryllidaceae,Allium,altaicum,,False,Allium altaicum,48666
NC_040972.1,16S ribosomal RNA,genomic DNA,1491,Allium altaicum,527567-1,Amaryllidaceae,Allium,altaicum,,False,Allium altaicum,48666
KF728080.1,rrn16,genomic DNA,1491,Allium cepa,527795-1,Amaryllidaceae,Allium,cepa,,False,Allium cepa,4679
KF728079.1,16S ribosomal RNA,genomic DNA,1491,Allium cepa,527795-1,Amaryllidaceae,Allium,cepa,,False,Allium cepa,4679
MK299426.1,rrn16,genomic DNA,1491,Allium changduense,527809-1,Amaryllidaceae,Allium,changduense,,False,Allium changduense,743497
MH992108.1,rrn16,genomic DNA,1491,Allium chrysanthum,527829-1,Amaryllidaceae,Allium,chrysanthum,,False,Allium chrysanthum,743498
NC_042154.1,16S ribosomal RNA,genomic DNA,1491,Allium chrysanthum,527829-1,Amaryllidaceae,Allium,chrysanthum,,False,Allium chrysanthum,743498
NC_042155.1,rrn16,genomic DNA,1491,Allium chrysocephalum,527830-1,Amaryllidaceae,Allium,chrysocephalum,,False,Allium chrysocephalum,858900
MH992109.1,16S ribosomal RNA,genomic DNA,1491,Allium chrysocephalum,527830-1,Amaryllidaceae,Allium,chrysocephalum,,False,Allium chrysocephalum,858900
MK299427.1,rrn16,genomic DNA,1491,Allium cyaneum,527902-1,Amaryllidaceae,Allium,cyaneum,,False,Allium cyaneum,88840
